payment_id,customer_id,subscription_id,date,amount,currency,status,plan
5578,1055,1526,2024-09-01,29,USD,Paid,Starter
5579,1055,1526,2024-10-01,29,USD,Paid,Starter
5580,1055,1526,2024-11-01,29,USD,Paid,Starter
5581,1055,1526,2024-12-01,29,USD,Paid,Starter
5582,1061,1533,2022-12-02,79,USD,Paid,Pro
5583,1061,1533,2023-01-02,79,USD,Paid,Pro
5584,1061,1533,2023-02-02,79,USD,Paid,Pro
5585,1061,1533,2023-03-02,79,USD,Paid,Pro
5586,1066,1539,2022-12-03,199,USD,Paid,Business
5587,1066,1539,2023-01-03,199,USD,Paid,Business
5588,1066,1539,2023-02-03,199,USD,Paid,Business
5589,1066,1539,2023-03-03,199,USD,Paid,Business
5590,1066,1539,2023-04-03,199,USD,Paid,Business
5591,1066,1539,2023-05-03,199,USD,Paid,Business
5592,1066,1539,2023-06-03,199,USD,Paid,Business
5593,1066,1539,2023-07-03,199,USD,Paid,Business
5594,1066,1539,2023-08-03,199,USD,Paid,Business
5595,1066,1539,2023-09-03,199,USD,Paid,Business
5596,1066,1539,2023-10-03,199,USD,Paid,Business
5597,1066,1540,2023-11-03,499,USD,Paid,Enterprise
5598,1066,1540,2023-12-03,499,USD,Paid,Enterprise
5599,1066,1540,2024-01-03,499,USD,Failed,Enterprise
5600,1066,1540,2024-02-03,499,USD,Paid,Enterprise
5601,1066,1540,2024-03-03,499,USD,Paid,Enterprise
5602,1066,1540,2024-04-03,499,USD,Paid,Enterprise
5603,1066,1540,2024-05-03,499,USD,Paid,Enterprise
5604,1066,1540,2024-06-03,499,USD,Paid,Enterprise
5605,1066,1540,2024-07-03,499,USD,Paid,Enterprise
5606,1066,1540,2024-08-03,499,USD,Paid,Enterprise
5607,1066,1540,2024-09-03,499,USD,Paid,Enterprise
5608,1066,1540,2024-10-03,499,USD,Paid,Enterprise
5609,1066,1540,2024-11-03,499,USD,Paid,Enterprise
5610,1066,1540,2024-12-03,499,USD,Paid,Enterprise
5611,1067,1542,2022-12-03,29,USD,Paid,Starter
5612,1067,1542,2023-01-03,29,USD,Paid,Starter
5613,1067,1542,2023-02-03,29,USD,Paid,Starter
5614,1067,1542,2023-03-03,29,USD,Paid,Starter
5615,1067,1542,2023-04-03,29,USD,Paid,Starter
5616,1067,1542,2023-05-03,29,USD,Paid,Starter
5617,1067,1542,2023-06-03,29,USD,Paid,Starter
5618,1067,1542,2023-07-03,29,USD,Paid,Starter
5619,1067,1542,2023-08-03,29,USD,Paid,Starter
5620,1073,1549,2022-12-05,29,USD,Paid,Starter
5621,1073,1549,2023-01-05,29,USD,Paid,Starter
5622,1075,1552,2022-12-05,499,USD,Paid,Enterprise
5623,1075,1552,2023-01-05,499,USD,Paid,Enterprise
5624,1075,1552,2023-02-05,499,USD,Paid,Enterprise
5625,1075,1552,2023-03-05,499,USD,Paid,Enterprise
5626,1075,1552,2023-04-05,499,USD,Paid,Enterprise
5627,1075,1552,2023-05-05,499,USD,Paid,Enterprise
5628,1075,1552,2023-06-05,499,USD,Paid,Enterprise
5629,1075,1552,2023-07-05,499,USD,Paid,Enterprise
5630,1075,1552,2023-08-05,499,USD,Paid,Enterprise
5631,1075,1552,2023-09-05,499,USD,Paid,Enterprise
5632,1075,1552,2023-10-05,499,USD,Paid,Enterprise
5633,1075,1552,2023-11-05,499,USD,Paid,Enterprise
5634,1075,1552,2023-12-05,499,USD,Paid,Enterprise
5635,1075,1552,2024-01-05,499,USD,Paid,Enterprise
5636,1075,1552,2024-02-05,499,USD,Paid,Enterprise
5637,1075,1552,2024-03-05,499,USD,Paid,Enterprise
5638,1075,1552,2024-04-05,499,USD,Paid,Enterprise
5639,1075,1552,2024-05-05,499,USD,Paid,Enterprise
5640,1075,1552,2024-06-05,499,USD,Paid,Enterprise
5641,1075,1552,2024-07-05,499,USD,Paid,Enterprise
5642,1075,1552,2024-08-05,499,USD,Paid,Enterprise
5643,1075,1552,2024-09-05,499,USD,Paid,Enterprise
5644,1075,1552,2024-10-05,499,USD,Paid,Enterprise
5645,1075,1552,2024-11-05,499,USD,Paid,Enterprise
5646,1075,1552,2024-12-05,499,USD,Paid,Enterprise
5647,1076,1554,2022-12-05,29,USD,Paid,Starter
5648,1076,1554,2023-01-05,29,USD,Paid,Starter
5649,1076,1554,2023-02-05,29,USD,Paid,Starter
5650,1076,1554,2023-03-05,29,USD,Paid,Starter
5651,1076,1554,2023-04-05,29,USD,Paid,Starter
5652,1076,1554,2023-05-05,29,USD,Paid,Starter
5653,1076,1554,2023-06-05,29,USD,Paid,Starter
5654,1076,1555,2023-07-05,79,USD,Paid,Pro
5655,1076,1555,2023-08-05,79,USD,Paid,Pro
5656,1076,1555,2023-09-05,79,USD,Paid,Pro
5657,1076,1555,2023-10-05,79,USD,Paid,Pro
5658,1076,1555,2023-11-05,79,USD,Paid,Pro
5659,1076,1555,2023-12-05,79,USD,Paid,Pro
5660,1076,1555,2024-01-05,79,USD,Paid,Pro
5661,1076,1555,2024-02-05,79,USD,Paid,Pro
5662,1076,1556,2024-07-05,29,USD,Paid,Starter
5663,1076,1556,2024-08-05,29,USD,Paid,Starter
5664,1076,1556,2024-09-05,29,USD,Paid,Starter
5665,1076,1556,2024-10-05,29,USD,Paid,Starter
5666,1076,1556,2024-11-05,29,USD,Paid,Starter
5667,1076,1556,2024-12-05,29,USD,Paid,Starter
5668,1081,1562,2022-12-06,29,USD,Paid,Starter
5669,1081,1562,2023-01-06,29,USD,Paid,Starter
5670,1081,1562,2023-02-06,29,USD,Paid,Starter
5671,1081,1562,2023-03-06,29,USD,Paid,Starter
5672,1081,1562,2023-04-06,29,USD,Paid,Starter
5673,1081,1562,2023-05-06,29,USD,Paid,Starter
5674,1081,1562,2023-06-06,29,USD,Paid,Starter
5675,1081,1562,2023-07-06,29,USD,Paid,Starter
5676,1081,1562,2023-08-06,29,USD,Paid,Starter
5677,1081,1562,2023-09-06,29,USD,Paid,Starter
5678,1081,1562,2023-10-06,29,USD,Paid,Starter
5679,1081,1562,2023-11-06,29,USD,Paid,Starter
5680,1081,1562,2023-12-06,29,USD,Paid,Starter
5681,1081,1562,2024-01-06,29,USD,Failed,Starter
5682,1081,1562,2024-02-06,29,USD,Paid,Starter
5683,1081,1562,2024-03-06,29,USD,Paid,Starter
5684,1081,1562,2024-04-06,29,USD,Paid,Starter
5685,1081,1562,2024-05-06,29,USD,Paid,Starter
5686,1081,1562,2024-06-06,29,USD,Paid,Starter
5687,1081,1562,2024-07-06,29,USD,Paid,Starter
5688,1081,1562,2024-08-06,29,USD,Paid,Starter
5689,1081,1562,2024-09-06,29,USD,Paid,Starter
5690,1083,1565,2022-12-07,499,USD,Paid,Enterprise
5691,1083,1565,2023-01-07,499,USD,Paid,Enterprise
5692,1083,1565,2023-02-07,499,USD,Paid,Enterprise
5693,1083,1565,2023-03-07,499,USD,Failed,Enterprise
5694,1083,1565,2023-04-07,499,USD,Paid,Enterprise
5695,1083,1565,2023-05-07,499,USD,Paid,Enterprise
5696,1083,1565,2023-06-07,499,USD,Paid,Enterprise
5697,1083,1565,2023-07-07,499,USD,Paid,Enterprise
5698,1083,1565,2023-08-07,499,USD,Paid,Enterprise
5699,1083,1565,2023-09-07,499,USD,Paid,Enterprise
5700,1083,1565,2023-10-07,499,USD,Paid,Enterprise
5701,1083,1565,2023-11-07,499,USD,Paid,Enterprise
5702,1083,1565,2023-12-07,499,USD,Paid,Enterprise
5703,1083,1565,2024-01-07,499,USD,Paid,Enterprise
5704,1083,1565,2024-02-07,499,USD,Paid,Enterprise
5705,1083,1565,2024-03-07,499,USD,Paid,Enterprise
5706,1083,1565,2024-04-07,499,USD,Paid,Enterprise
5707,1083,1565,2024-05-07,499,USD,Paid,Enterprise
5708,1083,1565,2024-06-07,499,USD,Paid,Enterprise
5709,1083,1565,2024-07-07,499,USD,Paid,Enterprise
5710,1083,1565,2024-08-07,499,USD,Paid,Enterprise
5711,1083,1565,2024-09-07,499,USD,Paid,Enterprise
5712,1083,1565,2024-10-07,499,USD,Paid,Enterprise
5713,1083,1565,2024-11-07,499,USD,Paid,Enterprise
5714,1083,1565,2024-12-07,499,USD,Paid,Enterprise
5715,1084,1567,2022-12-07,79,USD,Paid,Pro
5716,1084,1567,2023-01-07,79,USD,Paid,Pro
5717,1084,1567,2023-02-07,79,USD,Paid,Pro
5718,1084,1567,2023-03-07,79,USD,Paid,Pro
5719,1084,1567,2023-04-07,79,USD,Paid,Pro
5720,1084,1567,2023-05-07,79,USD,Paid,Pro
5721,1084,1567,2023-06-07,79,USD,Paid,Pro
5722,1085,1569,2022-12-07,199,USD,Paid,Business
5723,1085,1569,2023-01-07,199,USD,Paid,Business
5724,1085,1569,2023-02-07,199,USD,Paid,Business
5725,1085,1569,2023-03-07,199,USD,Paid,Business
5726,1085,1569,2023-04-07,199,USD,Paid,Business
5727,1085,1569,2023-05-07,199,USD,Paid,Business
5728,1085,1569,2023-06-07,199,USD,Paid,Business
5729,1085,1569,2023-07-07,199,USD,Paid,Business
5730,1085,1569,2023-08-07,199,USD,Paid,Business
5731,1085,1569,2023-09-07,199,USD,Paid,Business
5732,1085,1569,2023-10-07,199,USD,Paid,Business
5733,1085,1569,2023-11-07,199,USD,Paid,Business
5734,1085,1569,2023-12-07,199,USD,Paid,Business
5735,1085,1569,2024-01-07,199,USD,Paid,Business
5736,1085,1569,2024-02-07,199,USD,Paid,Business
5737,1085,1569,2024-03-07,199,USD,Paid,Business
5738,1085,1569,2024-04-07,199,USD,Paid,Business
5739,1085,1569,2024-05-07,199,USD,Paid,Business
5740,1085,1569,2024-06-07,199,USD,Paid,Business
5741,1085,1569,2024-07-07,199,USD,Paid,Business
5742,1085,1569,2024-08-07,199,USD,Paid,Business
5743,1085,1569,2024-09-07,199,USD,Paid,Business
5744,1085,1569,2024-10-07,199,USD,Paid,Business
5745,1085,1569,2024-11-07,199,USD,Paid,Business
5746,1088,1573,2022-12-07,29,USD,Paid,Starter
5747,1088,1573,2023-01-07,29,USD,Paid,Starter
5748,1089,1575,2022-12-07,499,USD,Paid,Enterprise
5749,1089,1575,2023-01-07,499,USD,Paid,Enterprise
5750,1089,1575,2023-02-07,499,USD,Failed,Enterprise
5751,1089,1575,2023-03-07,499,USD,Paid,Enterprise
5752,1089,1575,2023-04-07,499,USD,Paid,Enterprise
5753,1089,1575,2023-05-07,499,USD,Paid,Enterprise
5754,1089,1575,2023-06-07,499,USD,Paid,Enterprise
5755,1089,1575,2023-07-07,499,USD,Paid,Enterprise
5756,1089,1575,2023-08-07,499,USD,Paid,Enterprise
5757,1089,1575,2023-09-07,499,USD,Paid,Enterprise
5758,1089,1575,2023-10-07,499,USD,Paid,Enterprise
5759,1089,1575,2023-11-07,499,USD,Paid,Enterprise
5760,1089,1575,2023-12-07,499,USD,Paid,Enterprise
5761,1089,1575,2024-01-07,499,USD,Paid,Enterprise
5762,1089,1575,2024-02-07,499,USD,Paid,Enterprise
5763,1089,1575,2024-03-07,499,USD,Paid,Enterprise
5764,1089,1575,2024-04-07,499,USD,Paid,Enterprise
5765,1089,1575,2024-05-07,499,USD,Paid,Enterprise
5766,1089,1575,2024-06-07,499,USD,Paid,Enterprise
5767,1089,1575,2024-07-07,499,USD,Paid,Enterprise
5768,1089,1575,2024-08-07,499,USD,Paid,Enterprise
5769,1089,1575,2024-09-07,499,USD,Paid,Enterprise
5770,1089,1575,2024-10-07,499,USD,Paid,Enterprise
5771,1089,1575,2024-11-07,499,USD,Paid,Enterprise
5772,1089,1575,2024-12-07,499,USD,Paid,Enterprise
5773,1090,1577,2022-12-08,499,USD,Paid,Enterprise
5774,1090,1577,2023-01-08,499,USD,Paid,Enterprise
5775,1090,1577,2023-02-08,499,USD,Paid,Enterprise
5776,1090,1577,2023-03-08,499,USD,Paid,Enterprise
5777,1090,1577,2023-04-08,499,USD,Paid,Enterprise
5778,1090,1577,2023-05-08,499,USD,Paid,Enterprise
5779,1090,1577,2023-06-08,499,USD,Paid,Enterprise
5780,1090,1577,2023-07-08,499,USD,Paid,Enterprise
5781,1090,1577,2023-08-08,499,USD,Paid,Enterprise
5782,1090,1577,2023-09-08,499,USD,Paid,Enterprise
5783,1093,1581,2022-12-08,79,USD,Paid,Pro
5784,1093,1581,2023-01-08,79,USD,Paid,Pro
5785,1093,1581,2023-02-08,79,USD,Paid,Pro
5786,1093,1581,2023-03-08,79,USD,Paid,Pro
5787,1093,1581,2023-04-08,79,USD,Paid,Pro
5788,1093,1581,2023-05-08,79,USD,Paid,Pro
5789,1093,1581,2023-06-08,79,USD,Paid,Pro
5790,1093,1581,2023-07-08,79,USD,Paid,Pro
5791,1093,1581,2023-08-08,79,USD,Paid,Pro
5792,1096,1585,2022-12-08,79,USD,Paid,Pro
5793,1096,1585,2023-01-08,79,USD,Paid,Pro
5794,1096,1585,2023-02-08,79,USD,Paid,Pro
5795,1096,1585,2023-03-08,79,USD,Paid,Pro
5796,1096,1586,2023-04-08,199,USD,Paid,Business
5797,1096,1586,2023-05-08,199,USD,Paid,Business
5798,1096,1586,2023-06-08,199,USD,Paid,Business
5799,1096,1586,2023-07-08,199,USD,Paid,Business
5800,1096,1586,2023-08-08,199,USD,Paid,Business
5801,1096,1586,2023-09-08,199,USD,Paid,Business
5802,1096,1586,2023-10-08,199,USD,Paid,Business
5803,1096,1586,2023-11-08,199,USD,Paid,Business
5804,1096,1586,2023-12-08,199,USD,Paid,Business
5805,1096,1586,2024-01-08,199,USD,Paid,Business
5806,1096,1586,2024-02-08,199,USD,Paid,Business
5807,1096,1586,2024-03-08,199,USD,Paid,Business
5808,1096,1586,2024-04-08,199,USD,Paid,Business
5809,1096,1586,2024-05-08,199,USD,Paid,Business
5810,1096,1586,2024-06-08,199,USD,Paid,Business
5811,1096,1586,2024-07-08,199,USD,Paid,Business
5812,1096,1586,2024-08-08,199,USD,Failed,Business
5813,1096,1586,2024-09-08,199,USD,Paid,Business
5814,1096,1586,2024-10-08,199,USD,Failed,Business
5815,1096,1586,2024-11-08,199,USD,Paid,Business
5816,1096,1586,2024-12-08,199,USD,Paid,Business
5817,1101,1592,2022-12-09,499,USD,Paid,Enterprise
5818,1101,1592,2023-01-09,499,USD,Paid,Enterprise
5819,1101,1592,2023-02-09,499,USD,Paid,Enterprise
5820,1101,1592,2023-03-09,499,USD,Paid,Enterprise
5821,1101,1592,2023-04-09,499,USD,Paid,Enterprise
5822,1101,1592,2023-05-09,499,USD,Paid,Enterprise
5823,1101,1592,2023-06-09,499,USD,Paid,Enterprise
5824,1101,1592,2023-07-09,499,USD,Paid,Enterprise
5825,1101,1592,2023-08-09,499,USD,Paid,Enterprise
5826,1101,1592,2023-09-09,499,USD,Paid,Enterprise
5827,1101,1592,2023-10-09,499,USD,Paid,Enterprise
5828,1101,1592,2023-11-09,499,USD,Paid,Enterprise
5829,1101,1592,2023-12-09,499,USD,Paid,Enterprise
5830,1101,1592,2024-01-09,499,USD,Paid,Enterprise
5831,1101,1592,2024-02-09,499,USD,Failed,Enterprise
5832,1101,1592,2024-03-09,499,USD,Paid,Enterprise
5833,1101,1592,2024-04-09,499,USD,Paid,Enterprise
5834,1101,1592,2024-05-09,499,USD,Paid,Enterprise
5835,1101,1592,2024-06-09,499,USD,Paid,Enterprise
5836,1101,1592,2024-07-09,499,USD,Paid,Enterprise
5837,1101,1592,2024-08-09,499,USD,Paid,Enterprise
5838,1101,1592,2024-09-09,499,USD,Paid,Enterprise
5839,1101,1592,2024-10-09,499,USD,Paid,Enterprise
5840,1101,1592,2024-11-09,499,USD,Paid,Enterprise
5841,1101,1592,2024-12-09,499,USD,Paid,Enterprise
5842,1108,1600,2022-12-10,29,USD,Paid,Starter
5843,1108,1600,2023-01-10,29,USD,Paid,Starter
5844,1108,1600,2023-02-10,29,USD,Paid,Starter
5845,1108,1600,2023-03-10,29,USD,Paid,Starter
5846,1108,1600,2023-04-10,29,USD,Paid,Starter
5847,1108,1600,2023-05-10,29,USD,Paid,Starter
5848,1108,1600,2023-06-10,29,USD,Paid,Starter
5849,1108,1600,2023-07-10,29,USD,Paid,Starter
5850,1108,1600,2023-08-10,29,USD,Paid,Starter
5851,1108,1600,2023-09-10,29,USD,Paid,Starter
5852,1108,1600,2023-10-10,29,USD,Paid,Starter
5853,1108,1600,2023-11-10,29,USD,Paid,Starter
5854,1110,1603,2022-12-11,499,USD,Paid,Enterprise
5855,1110,1603,2023-01-11,499,USD,Paid,Enterprise
5856,1110,1603,2023-02-11,499,USD,Paid,Enterprise
5857,1110,1603,2023-03-11,499,USD,Paid,Enterprise
5858,1110,1603,2023-04-11,499,USD,Paid,Enterprise
5859,1110,1603,2023-05-11,499,USD,Paid,Enterprise
5860,1110,1603,2023-06-11,499,USD,Paid,Enterprise
5861,1110,1603,2023-07-11,499,USD,Paid,Enterprise
5862,1110,1603,2023-08-11,499,USD,Paid,Enterprise
5863,1110,1604,2023-09-11,199,USD,Paid,Business
5864,1110,1604,2023-10-11,199,USD,Paid,Business
5865,1110,1604,2023-11-11,199,USD,Paid,Business
5866,1110,1604,2023-12-11,199,USD,Paid,Business
5867,1110,1604,2024-01-11,199,USD,Paid,Business
5868,1110,1604,2024-02-11,199,USD,Paid,Business
5869,1110,1604,2024-03-11,199,USD,Paid,Business
5870,1110,1604,2024-04-11,199,USD,Failed,Business
5871,1110,1604,2024-05-11,199,USD,Paid,Business
5872,1110,1604,2024-06-11,199,USD,Paid,Business
5873,1110,1604,2024-07-11,199,USD,Paid,Business
5874,1110,1604,2024-08-11,199,USD,Paid,Business
5875,1112,1607,2022-12-11,499,USD,Paid,Enterprise
5876,1112,1607,2023-01-11,499,USD,Paid,Enterprise
5877,1112,1607,2023-02-11,499,USD,Paid,Enterprise
5878,1112,1607,2023-03-11,499,USD,Paid,Enterprise
5879,1112,1607,2023-04-11,499,USD,Paid,Enterprise
5880,1112,1607,2023-05-11,499,USD,Paid,Enterprise
5881,1112,1607,2023-06-11,499,USD,Paid,Enterprise
5882,1112,1607,2023-07-11,499,USD,Paid,Enterprise
5883,1112,1607,2023-08-11,499,USD,Paid,Enterprise
5884,1112,1607,2023-09-11,499,USD,Paid,Enterprise
5885,1112,1607,2023-10-11,499,USD,Failed,Enterprise
5886,1112,1607,2023-11-11,499,USD,Paid,Enterprise
5887,1112,1607,2023-12-11,499,USD,Paid,Enterprise
5888,1112,1607,2024-01-11,499,USD,Paid,Enterprise
5889,1112,1607,2024-02-11,499,USD,Paid,Enterprise
5890,1112,1607,2024-03-11,499,USD,Failed,Enterprise
5891,1112,1607,2024-04-11,499,USD,Paid,Enterprise
5892,1112,1607,2024-05-11,499,USD,Paid,Enterprise
5893,1112,1607,2024-06-11,499,USD,Paid,Enterprise
5894,1112,1607,2024-07-11,499,USD,Paid,Enterprise
5895,1112,1607,2024-08-11,499,USD,Paid,Enterprise
5896,1112,1607,2024-09-11,499,USD,Paid,Enterprise
5897,1112,1607,2024-10-11,499,USD,Paid,Enterprise
5898,1112,1607,2024-11-11,499,USD,Paid,Enterprise
5899,1112,1607,2024-12-11,499,USD,Paid,Enterprise
5900,1115,1611,2022-12-11,499,USD,Paid,Enterprise
5901,1115,1611,2023-01-11,499,USD,Paid,Enterprise
5902,1115,1611,2023-02-11,499,USD,Paid,Enterprise
5903,1115,1611,2023-03-11,499,USD,Paid,Enterprise
5904,1115,1611,2023-04-11,499,USD,Paid,Enterprise
5905,1115,1611,2023-05-11,499,USD,Paid,Enterprise
5906,1115,1611,2023-06-11,499,USD,Paid,Enterprise
5907,1115,1612,2023-07-11,199,USD,Paid,Business
5908,1115,1612,2023-08-11,199,USD,Paid,Business
5909,1115,1612,2023-09-11,199,USD,Paid,Business
5910,1115,1612,2023-10-11,199,USD,Paid,Business
5911,1115,1612,2023-11-11,199,USD,Paid,Business
5912,1115,1612,2023-12-11,199,USD,Paid,Business
5913,1115,1612,2024-01-11,199,USD,Paid,Business
5914,1115,1612,2024-02-11,199,USD,Paid,Business
5915,1115,1612,2024-03-11,199,USD,Paid,Business
5916,1115,1612,2024-04-11,199,USD,Paid,Business
5917,1115,1612,2024-05-11,199,USD,Paid,Business
5918,1115,1612,2024-06-11,199,USD,Paid,Business
5919,1115,1612,2024-07-11,199,USD,Paid,Business
5920,1115,1612,2024-08-11,199,USD,Failed,Business
5921,1115,1612,2024-09-11,199,USD,Paid,Business
5922,1115,1612,2024-10-11,199,USD,Paid,Business
5923,1115,1612,2024-11-11,199,USD,Paid,Business
5924,1115,1612,2024-12-11,199,USD,Paid,Business
5925,1121,1619,2022-12-13,499,USD,Paid,Enterprise
5926,1121,1619,2023-01-13,499,USD,Paid,Enterprise
5927,1121,1620,2023-02-13,199,USD,Paid,Business
5928,1121,1620,2023-03-13,199,USD,Paid,Business
5929,1121,1620,2023-04-13,199,USD,Paid,Business
5930,1121,1620,2023-05-13,199,USD,Paid,Business
5931,1121,1620,2023-06-13,199,USD,Paid,Business
5932,1121,1620,2023-07-13,199,USD,Paid,Business
5933,1121,1620,2023-08-13,199,USD,Paid,Business
5934,1121,1620,2023-09-13,199,USD,Paid,Business
5935,1121,1620,2023-10-13,199,USD,Paid,Business
5936,1121,1620,2023-11-13,199,USD,Paid,Business
5937,1121,1620,2023-12-13,199,USD,Paid,Business
5938,1121,1620,2024-01-13,199,USD,Paid,Business
5939,1121,1620,2024-02-13,199,USD,Paid,Business
5940,1121,1620,2024-03-13,199,USD,Paid,Business
5941,1121,1620,2024-04-13,199,USD,Paid,Business
5942,1121,1620,2024-05-13,199,USD,Paid,Business
5943,1121,1620,2024-06-13,199,USD,Paid,Business
5944,1121,1620,2024-07-13,199,USD,Paid,Business
5945,1121,1620,2024-08-13,199,USD,Paid,Business
5946,1121,1620,2024-09-13,199,USD,Paid,Business
5947,1121,1620,2024-10-13,199,USD,Paid,Business
5948,1121,1620,2024-11-13,199,USD,Paid,Business
5949,1121,1620,2024-12-13,199,USD,Paid,Business
5950,1125,1625,2022-12-14,79,USD,Paid,Pro
5951,1125,1625,2023-01-14,79,USD,Failed,Pro
5952,1125,1625,2023-02-14,79,USD,Paid,Pro
5953,1125,1625,2023-03-14,79,USD,Paid,Pro
5954,1125,1625,2023-04-14,79,USD,Paid,Pro
5955,1125,1625,2023-05-14,79,USD,Paid,Pro
5956,1125,1625,2023-06-14,79,USD,Paid,Pro
5957,1125,1625,2023-07-14,79,USD,Paid,Pro
5958,1125,1625,2023-08-14,79,USD,Paid,Pro
5959,1125,1625,2023-09-14,79,USD,Paid,Pro
5960,1125,1625,2023-10-14,79,USD,Paid,Pro
5961,1125,1625,2023-11-14,79,USD,Paid,Pro
5962,1125,1626,2023-12-14,199,USD,Paid,Business
5963,1125,1626,2024-01-14,199,USD,Paid,Business
5964,1125,1626,2024-02-14,199,USD,Paid,Business
5965,1125,1626,2024-03-14,199,USD,Paid,Business
5966,1125,1626,2024-04-14,199,USD,Paid,Business
5967,1125,1626,2024-05-14,199,USD,Paid,Business
5968,1125,1626,2024-06-14,199,USD,Paid,Business
5969,1125,1626,2024-07-14,199,USD,Paid,Business
5970,1125,1626,2024-08-14,199,USD,Paid,Business
5971,1129,1631,2022-12-16,199,USD,Paid,Business
5972,1129,1631,2023-01-16,199,USD,Paid,Business
5973,1129,1631,2023-02-16,199,USD,Paid,Business
5974,1129,1631,2023-03-16,199,USD,Paid,Business
5975,1129,1631,2023-04-16,199,USD,Paid,Business
5976,1129,1631,2023-05-16,199,USD,Paid,Business
5977,1129,1631,2023-06-16,199,USD,Paid,Business
5978,1129,1631,2023-07-16,199,USD,Paid,Business
5979,1129,1631,2023-08-16,199,USD,Paid,Business
5980,1129,1631,2023-09-16,199,USD,Paid,Business
5981,1129,1631,2023-10-16,199,USD,Paid,Business
5982,1129,1631,2023-11-16,199,USD,Paid,Business
5983,1129,1631,2023-12-16,199,USD,Paid,Business
5984,1129,1631,2024-01-16,199,USD,Paid,Business
5985,1129,1631,2024-02-16,199,USD,Paid,Business
5986,1129,1631,2024-03-16,199,USD,Paid,Business
5987,1129,1632,2024-04-16,499,USD,Paid,Enterprise
5988,1129,1632,2024-05-16,499,USD,Paid,Enterprise
5989,1129,1632,2024-06-16,499,USD,Paid,Enterprise
5990,1129,1632,2024-07-16,499,USD,Paid,Enterprise
5991,1129,1632,2024-08-16,499,USD,Paid,Enterprise
5992,1129,1632,2024-09-16,499,USD,Paid,Enterprise
5993,1129,1632,2024-10-16,499,USD,Paid,Enterprise
5994,1129,1632,2024-11-16,499,USD,Paid,Enterprise
5995,1129,1632,2024-12-16,499,USD,Paid,Enterprise
5996,1130,1634,2022-12-16,79,USD,Paid,Pro
5997,1130,1634,2023-01-16,79,USD,Paid,Pro
5998,1130,1634,2023-02-16,79,USD,Paid,Pro
5999,1130,1634,2023-03-16,79,USD,Paid,Pro
6000,1130,1634,2023-04-16,79,USD,Paid,Pro
6001,1130,1634,2023-05-16,79,USD,Paid,Pro
6002,1130,1634,2023-06-16,79,USD,Paid,Pro
6003,1130,1634,2023-07-16,79,USD,Paid,Pro
6004,1130,1635,2024-01-16,29,USD,Paid,Starter
6005,1130,1635,2024-02-16,29,USD,Paid,Starter
6006,1130,1635,2024-03-16,29,USD,Paid,Starter
6007,1130,1635,2024-04-16,29,USD,Paid,Starter
6008,1130,1635,2024-05-16,29,USD,Paid,Starter
6009,1130,1635,2024-06-16,29,USD,Paid,Starter
6010,1130,1635,2024-07-16,29,USD,Paid,Starter
6011,1130,1635,2024-08-16,29,USD,Paid,Starter
6012,1130,1635,2024-09-16,29,USD,Paid,Starter
6013,1130,1635,2024-10-16,29,USD,Paid,Starter
6014,1130,1635,2024-11-16,29,USD,Paid,Starter
6015,1130,1635,2024-12-16,29,USD,Paid,Starter
6016,1133,1639,2022-12-17,29,USD,Paid,Starter
6017,1133,1639,2023-01-17,29,USD,Failed,Starter
6018,1133,1639,2023-02-17,29,USD,Paid,Starter
6019,1133,1639,2023-03-17,29,USD,Failed,Starter
6020,1133,1639,2023-04-17,29,USD,Paid,Starter
6021,1133,1639,2023-05-17,29,USD,Paid,Starter
6022,1133,1639,2023-06-17,29,USD,Paid,Starter
6023,1133,1639,2023-07-17,29,USD,Paid,Starter
6024,1133,1639,2023-08-17,29,USD,Paid,Starter
6025,1133,1639,2023-09-17,29,USD,Paid,Starter
6026,1133,1639,2023-10-17,29,USD,Paid,Starter
6027,1133,1639,2023-11-17,29,USD,Paid,Starter
6028,1133,1639,2023-12-17,29,USD,Paid,Starter
6029,1133,1639,2024-01-17,29,USD,Paid,Starter
6030,1133,1639,2024-02-17,29,USD,Paid,Starter
6031,1133,1639,2024-03-17,29,USD,Paid,Starter
6032,1133,1639,2024-04-17,29,USD,Paid,Starter
6033,1133,1639,2024-05-17,29,USD,Paid,Starter
6034,1133,1639,2024-06-17,29,USD,Paid,Starter
6035,1133,1639,2024-07-17,29,USD,Paid,Starter
6036,1133,1639,2024-08-17,29,USD,Paid,Starter
6037,1133,1639,2024-09-17,29,USD,Paid,Starter
6038,1134,1641,2022-12-17,29,USD,Paid,Starter
6039,1134,1641,2023-01-17,29,USD,Paid,Starter
6040,1134,1641,2023-02-17,29,USD,Paid,Starter
6041,1134,1641,2023-03-17,29,USD,Paid,Starter
6042,1135,1643,2022-12-17,29,USD,Paid,Starter
6043,1135,1643,2023-01-17,29,USD,Paid,Starter
6044,1135,1643,2023-02-17,29,USD,Paid,Starter
6045,1135,1643,2023-03-17,29,USD,Paid,Starter
6046,1135,1643,2023-04-17,29,USD,Paid,Starter
6047,1135,1643,2023-05-17,29,USD,Paid,Starter
6048,1135,1643,2023-06-17,29,USD,Paid,Starter
6049,1135,1643,2023-07-17,29,USD,Paid,Starter
6050,1135,1643,2023-08-17,29,USD,Paid,Starter
6051,1135,1643,2023-09-17,29,USD,Paid,Starter
