subscription_id,customer_id,plan,monthly_price,status,start_date,end_date,is_trial,mrr_movement
2353,1631,Enterprise,0,Cancelled,2023-03-08,2023-03-22,True,Trial
2354,1632,Starter,0,Cancelled,2023-03-08,2023-03-22,True,Trial
2355,1633,Enterprise,0,Cancelled,2023-03-08,2023-03-22,True,Trial
2356,1634,Starter,0,Active,2023-03-08,,True,Trial
2357,1634,Starter,29,Cancelled,2024-08-22,2024-09-22,False,Churned MRR
2358,1635,Starter,0,Active,2023-03-08,,True,Trial
2359,1635,Starter,29,Cancelled,2023-05-22,2023-06-22,False,Churned MRR
2360,1635,Starter,29,Active,2024-02-22,,False,Reactivation MRR
2361,1636,Starter,0,Cancelled,2023-03-08,2023-03-22,True,Trial
2362,1637,Enterprise,0,Cancelled,2023-03-08,2023-03-22,True,Trial
2363,1638,Business,0,Cancelled,2023-03-08,2023-03-22,True,Trial
2364,1639,Pro,0,Cancelled,2023-03-09,2023-03-23,True,Trial
2365,1640,Starter,0,Cancelled,2023-03-09,2023-03-23,True,Trial
2366,1641,Pro,0,Cancelled,2023-03-09,2023-03-23,True,Trial
2367,1642,Starter,0,Active,2023-03-09,,True,Trial
2368,1642,Starter,29,Cancelled,2023-04-23,2023-05-23,False,Churned MRR
2369,1643,Pro,0,Cancelled,2023-03-09,2023-03-23,True,Trial
2370,1644,Pro,0,Active,2023-03-09,,True,Trial
2371,1644,Pro,79,Active,2024-12-23,,False,Recurring
2372,1645,Starter,0,Cancelled,2023-03-09,2023-03-23,True,Trial
2373,1646,Starter,0,Cancelled,2023-03-09,2023-03-23,True,Trial
2374,1647,Pro,0,Cancelled,2023-03-10,2023-03-24,True,Trial
2375,1648,Enterprise,0,Cancelled,2023-03-10,2023-03-24,True,Trial
2376,1649,Starter,0,Cancelled,2023-03-10,2023-03-24,True,Trial
2377,1650,Enterprise,0,Active,2023-03-10,,True,Trial
2378,1650,Enterprise,499,Active,2024-12-24,,False,Recurring
2379,1651,Pro,0,Cancelled,2023-03-10,2023-03-24,True,Trial
2380,1652,Starter,0,Cancelled,2023-03-10,2023-03-24,True,Trial
2381,1653,Pro,0,Cancelled,2023-03-11,2023-03-25,True,Trial
2382,1654,Starter,0,Cancelled,2023-03-11,2023-03-25,True,Trial
2383,1655,Enterprise,0,Cancelled,2023-03-11,2023-03-25,True,Trial
2384,1656,Pro,0,Cancelled,2023-03-11,2023-03-25,True,Trial
2385,1657,Business,0,Cancelled,2023-03-11,2023-03-25,True,Trial
2386,1658,Starter,0,Cancelled,2023-03-11,2023-03-25,True,Trial
2387,1659,Enterprise,0,Cancelled,2023-03-11,2023-03-25,True,Trial
2388,1660,Business,0,Active,2023-03-11,,True,Trial
2389,1660,Business,199,Cancelled,2023-10-25,2023-11-25,False,Churned MRR
2390,1661,Starter,0,Cancelled,2023-03-11,2023-03-25,True,Trial
2391,1662,Pro,0,Active,2023-03-12,,True,Trial
2392,1662,Pro,79,Upgraded,2023-07-26,2023-08-26,False,Expansion MRR
2393,1662,Business,199,Upgraded,2024-05-26,2024-06-26,False,Expansion MRR
2394,1662,Enterprise,499,Downgraded,2024-06-26,2024-07-26,False,Contraction MRR
2395,1662,Business,199,Active,2024-12-26,,False,Recurring
2396,1663,Starter,0,Active,2023-03-12,,True,Trial
2397,1663,Starter,29,Cancelled,2023-04-26,2023-05-26,False,Churned MRR
2398,1664,Pro,0,Cancelled,2023-03-12,2023-03-26,True,Trial
2399,1665,Starter,0,Cancelled,2023-03-12,2023-03-26,True,Trial
2400,1666,Starter,0,Cancelled,2023-03-12,2023-03-26,True,Trial
2401,1667,Starter,0,Cancelled,2023-03-13,2023-03-27,True,Trial
2402,1668,Pro,0,Cancelled,2023-03-13,2023-03-27,True,Trial
2403,1669,Starter,0,Active,2023-03-13,,True,Trial
2404,1669,Starter,29,Cancelled,2023-03-27,2023-04-27,False,Churned MRR
2405,1670,Pro,0,Cancelled,2023-03-13,2023-03-27,True,Trial
2406,1671,Starter,0,Active,2023-03-13,,True,Trial
2407,1671,Starter,29,Upgraded,2023-07-27,2023-08-27,False,Expansion MRR
2408,1671,Pro,79,Active,2024-12-27,,False,Recurring
2409,1672,Starter,0,Active,2023-03-13,,True,Trial
2410,1672,Starter,29,Active,2024-12-27,,False,Recurring
2411,1673,Enterprise,0,Active,2023-03-13,,True,Trial
2412,1673,Enterprise,499,Cancelled,2023-05-27,2023-06-27,False,Churned MRR
2413,1674,Starter,0,Cancelled,2023-03-13,2023-03-27,True,Trial
2414,1675,Pro,0,Cancelled,2023-03-13,2023-03-27,True,Trial
2415,1676,Starter,0,Cancelled,2023-03-14,2023-03-28,True,Trial
2416,1677,Starter,0,Active,2023-03-14,,True,Trial
2417,1677,Starter,29,Cancelled,2023-03-28,2023-04-28,False,Churned MRR
2418,1677,Starter,29,Active,2023-07-28,,False,Reactivation MRR
2419,1678,Pro,0,Cancelled,2023-03-14,2023-03-28,True,Trial
2420,1679,Starter,0,Cancelled,2023-03-14,2023-03-28,True,Trial
2421,1680,Pro,0,Cancelled,2023-03-14,2023-03-28,True,Trial
2422,1681,Starter,0,Cancelled,2023-03-14,2023-03-28,True,Trial
2423,1682,Business,0,Active,2023-03-14,,True,Trial
2424,1682,Business,199,Cancelled,2023-10-28,2023-11-28,False,Churned MRR
2425,1683,Starter,0,Cancelled,2023-03-14,2023-03-28,True,Trial
2426,1684,Pro,0,Cancelled,2023-03-15,2023-03-29,True,Trial
2427,1685,Starter,0,Cancelled,2023-03-15,2023-03-29,True,Trial
2428,1686,Starter,0,Cancelled,2023-03-15,2023-03-29,True,Trial
2429,1687,Enterprise,0,Cancelled,2023-03-15,2023-03-29,True,Trial
2430,1688,Enterprise,0,Active,2023-03-15,,True,Trial
2431,1688,Enterprise,499,Active,2024-12-29,,False,Recurring
2432,1689,Enterprise,0,Cancelled,2023-03-15,2023-03-29,True,Trial
2433,1690,Starter,0,Cancelled,2023-03-16,2023-03-30,True,Trial
2434,1691,Starter,0,Cancelled,2023-03-16,2023-03-30,True,Trial
2435,1692,Pro,0,Cancelled,2023-03-16,2023-03-30,True,Trial
2436,1693,Business,0,Cancelled,2023-03-16,2023-03-30,True,Trial
2437,1694,Starter,0,Active,2023-03-16,,True,Trial
2438,1694,Starter,29,Cancelled,2023-10-30,2023-11-30,False,Churned MRR
2439,1695,Pro,0,Cancelled,2023-03-17,2023-03-31,True,Trial
2440,1696,Enterprise,0,Cancelled,2023-03-17,2023-03-31,True,Trial
2441,1697,Pro,0,Cancelled,2023-03-17,2023-03-31,True,Trial
2442,1698,Starter,0,Cancelled,2023-03-17,2023-03-31,True,Trial
2443,1699,Business,0,Cancelled,2023-03-17,2023-03-31,True,Trial
2444,1700,Starter,0,Cancelled,2023-03-17,2023-03-31,True,Trial
2445,1701,Enterprise,0,Active,2023-03-17,,True,Trial
2446,1701,Enterprise,499,Downgraded,2024-03-29,2024-04-29,False,Contraction MRR
2447,1701,Business,199,Active,2024-12-29,,False,Recurring
2448,1702,Pro,0,Cancelled,2023-03-18,2023-04-01,True,Trial
2449,1703,Starter,0,Cancelled,2023-03-18,2023-04-01,True,Trial
2450,1704,Starter,0,Cancelled,2023-03-18,2023-04-01,True,Trial
2451,1705,Business,0,Cancelled,2023-03-18,2023-04-01,True,Trial
2452,1706,Starter,0,Cancelled,2023-03-18,2023-04-01,True,Trial
2453,1707,Pro,0,Cancelled,2023-03-18,2023-04-01,True,Trial
2454,1708,Starter,0,Cancelled,2023-03-18,2023-04-01,True,Trial
2455,1709,Pro,0,Cancelled,2023-03-18,2023-04-01,True,Trial
2456,1710,Enterprise,0,Cancelled,2023-03-19,2023-04-02,True,Trial
2457,1711,Pro,0,Cancelled,2023-03-19,2023-04-02,True,Trial
2458,1712,Starter,0,Cancelled,2023-03-19,2023-04-02,True,Trial
2459,1713,Starter,0,Cancelled,2023-03-19,2023-04-02,True,Trial
2460,1714,Pro,0,Cancelled,2023-03-19,2023-04-02,True,Trial
2461,1715,Starter,0,Cancelled,2023-03-19,2023-04-02,True,Trial
2462,1716,Pro,0,Cancelled,2023-03-19,2023-04-02,True,Trial
2463,1717,Business,0,Cancelled,2023-03-19,2023-04-02,True,Trial
2464,1718,Starter,0,Active,2023-03-20,,True,Trial
2465,1718,Starter,29,Cancelled,2023-04-03,2023-05-03,False,Churned MRR
2466,1719,Starter,0,Cancelled,2023-03-20,2023-04-03,True,Trial
2467,1720,Enterprise,0,Cancelled,2023-03-20,2023-04-03,True,Trial
2468,1721,Pro,0,Cancelled,2023-03-20,2023-04-03,True,Trial
2469,1722,Starter,0,Cancelled,2023-03-20,2023-04-03,True,Trial
2470,1723,Business,0,Active,2023-03-20,,True,Trial
2471,1723,Business,199,Cancelled,2023-10-03,2023-11-03,False,Churned MRR
2472,1724,Business,0,Cancelled,2023-03-21,2023-04-04,True,Trial
2473,1725,Enterprise,0,Cancelled,2023-03-21,2023-04-04,True,Trial
2474,1726,Business,0,Active,2023-03-21,,True,Trial
2475,1726,Business,199,Upgraded,2023-04-04,2023-05-04,False,Expansion MRR
2476,1726,Enterprise,499,Downgraded,2024-02-04,2024-03-04,False,Contraction MRR
2477,1726,Business,199,Active,2024-12-04,,False,Recurring
2478,1727,Starter,0,Cancelled,2023-03-21,2023-04-04,True,Trial
2479,1728,Starter,0,Cancelled,2023-03-21,2023-04-04,True,Trial
2480,1729,Pro,0,Cancelled,2023-03-21,2023-04-04,True,Trial
2481,1730,Starter,0,Cancelled,2023-03-21,2023-04-04,True,Trial
2482,1731,Enterprise,0,Cancelled,2023-03-22,2023-04-05,True,Trial
2483,1732,Starter,0,Active,2023-03-22,,True,Trial
2484,1732,Starter,29,Cancelled,2023-04-05,2023-05-05,False,Churned MRR
2485,1733,Business,0,Cancelled,2023-03-22,2023-04-05,True,Trial
2486,1734,Starter,0,Cancelled,2023-03-22,2023-04-05,True,Trial
2487,1735,Starter,0,Cancelled,2023-03-22,2023-04-05,True,Trial
2488,1736,Enterprise,0,Cancelled,2023-03-22,2023-04-05,True,Trial
2489,1737,Pro,0,Active,2023-03-22,,True,Trial
2490,1737,Pro,79,Active,2024-12-05,,False,Recurring
2491,1738,Starter,0,Cancelled,2023-03-23,2023-04-06,True,Trial
2492,1739,Starter,0,Active,2023-03-23,,True,Trial
2493,1739,Starter,29,Active,2024-12-06,,False,Recurring
2494,1740,Starter,0,Cancelled,2023-03-23,2023-04-06,True,Trial
2495,1741,Business,0,Cancelled,2023-03-23,2023-04-06,True,Trial
2496,1742,Business,0,Cancelled,2023-03-23,2023-04-06,True,Trial
2497,1743,Enterprise,0,Active,2023-03-23,,True,Trial
2498,1743,Enterprise,499,Active,2024-12-06,,False,Recurring
2499,1744,Starter,0,Cancelled,2023-03-23,2023-04-06,True,Trial
2500,1745,Starter,0,Cancelled,2023-03-24,2023-04-07,True,Trial
2501,1746,Enterprise,0,Cancelled,2023-03-24,2023-04-07,True,Trial
2502,1747,Enterprise,0,Active,2023-03-24,,True,Trial
2503,1747,Enterprise,499,Cancelled,2023-06-07,2023-07-07,False,Churned MRR
2504,1748,Pro,0,Active,2023-03-24,,True,Trial
2505,1748,Pro,79,Cancelled,2023-04-07,2023-05-07,False,Churned MRR
2506,1749,Business,0,Cancelled,2023-03-24,2023-04-07,True,Trial
2507,1750,Pro,0,Cancelled,2023-03-24,2023-04-07,True,Trial
2508,1751,Enterprise,0,Cancelled,2023-03-25,2023-04-08,True,Trial
2509,1752,Starter,0,Cancelled,2023-03-25,2023-04-08,True,Trial
2510,1753,Starter,0,Cancelled,2023-03-25,2023-04-08,True,Trial
2511,1754,Starter,0,Cancelled,2023-03-25,2023-04-08,True,Trial
2512,1755,Business,0,Active,2023-03-25,,True,Trial
2513,1755,Business,199,Cancelled,2024-07-08,2024-08-08,False,Churned MRR
2514,1756,Enterprise,0,Cancelled,2023-03-25,2023-04-08,True,Trial
2515,1757,Starter,0,Cancelled,2023-03-25,2023-04-08,True,Trial
2516,1758,Pro,0,Cancelled,2023-03-25,2023-04-08,True,Trial
2517,1759,Starter,0,Cancelled,2023-03-25,2023-04-08,True,Trial
2518,1760,Pro,0,Cancelled,2023-03-25,2023-04-08,True,Trial
2519,1761,Starter,0,Cancelled,2023-03-25,2023-04-08,True,Trial
2520,1762,Starter,0,Cancelled,2023-03-26,2023-04-09,True,Trial
2521,1763,Business,0,Active,2023-03-26,,True,Trial
2522,1763,Business,199,Upgraded,2023-09-09,2023-10-09,False,Expansion MRR
2523,1763,Enterprise,499,Active,2024-12-09,,False,Recurring
2524,1764,Business,0,Cancelled,2023-03-26,2023-04-09,True,Trial
2525,1765,Pro,0,Cancelled,2023-03-26,2023-04-09,True,Trial
2526,1766,Pro,0,Cancelled,2023-03-26,2023-04-09,True,Trial
2527,1767,Business,0,Active,2023-03-26,,True,Trial
2528,1767,Business,199,Active,2024-12-09,,False,Recurring
2529,1768,Starter,0,Cancelled,2023-03-27,2023-04-10,True,Trial
2530,1769,Starter,0,Cancelled,2023-03-27,2023-04-10,True,Trial
2531,1770,Starter,0,Active,2023-03-27,,True,Trial
2532,1770,Starter,29,Cancelled,2023-09-10,2023-10-10,False,Churned MRR
2533,1771,Pro,0,Cancelled,2023-03-27,2023-04-10,True,Trial
2534,1772,Business,0,Cancelled,2023-03-28,2023-04-11,True,Trial
2535,1773,Business,0,Cancelled,2023-03-28,2023-04-11,True,Trial
2536,1774,Starter,0,Cancelled,2023-03-28,2023-04-11,True,Trial
2537,1775,Pro,0,Cancelled,2023-03-29,2023-04-12,True,Trial
2538,1776,Enterprise,0,Active,2023-03-29,,True,Trial
2539,1776,Enterprise,499,Downgraded,2024-06-12,2024-07-12,False,Contraction MRR
2540,1776,Business,199,Upgraded,2024-07-12,2024-08-12,False,Expansion MRR
2541,1776,Enterprise,499,Downgraded,2024-11-12,2024-12-12,False,Contraction MRR
2542,1776,Business,199,Active,2024-12-12,,False,Contraction MRR
2543,1777,Starter,0,Cancelled,2023-03-29,2023-04-12,True,Trial
2544,1778,Business,0,Cancelled,2023-03-29,2023-04-12,True,Trial
2545,1779,Business,0,Active,2023-03-29,,True,Trial
2546,1779,Business,199,Upgraded,2023-09-12,2023-10-12,False,Expansion MRR
2547,1779,Enterprise,499,Downgraded,2024-12-12,2025-01-12,False,Contraction MRR
2548,1780,Starter,0,Cancelled,2023-03-29,2023-04-12,True,Trial
2549,1781,Business,0,Active,2023-03-29,,True,Trial
2550,1781,Business,199,Active,2024-12-12,,False,Recurring
2551,1782,Enterprise,0,Cancelled,2023-03-30,2023-04-13,True,Trial
2552,1783,Starter,0,Cancelled,2023-03-30,2023-04-13,True,Trial
2553,1784,Starter,0,Cancelled,2023-03-30,2023-04-13,True,Trial
2554,1785,Pro,0,Active,2023-03-30,,True,Trial
2555,1785,Pro,79,Downgraded,2023-06-13,2023-07-13,False,Contraction MRR
2556,1785,Starter,29,Upgraded,2023-08-13,2023-09-13,False,Expansion MRR
2557,1785,Pro,79,Cancelled,2023-10-13,2023-11-13,False,Churned MRR
2558,1786,Pro,0,Cancelled,2023-03-30,2023-04-13,True,Trial
2559,1787,Starter,0,Cancelled,2023-03-30,2023-04-13,True,Trial
2560,1788,Pro,0,Cancelled,2023-03-30,2023-04-13,True,Trial
2561,1789,Enterprise,0,Active,2023-03-31,,True,Trial
2562,1789,Enterprise,499,Downgraded,2023-11-14,2023-12-14,False,Contraction MRR
2563,1789,Business,199,Active,2024-12-14,,False,Recurring
2564,1790,Enterprise,0,Cancelled,2023-03-31,2023-04-14,True,Trial
2565,1791,Pro,0,Active,2023-03-31,,True,Trial
2566,1791,Pro,79,Upgraded,2023-07-14,2023-08-14,False,Expansion MRR
2567,1791,Business,199,Cancelled,2024-05-14,2024-06-14,False,Churned MRR
2568,1792,Pro,0,Active,2023-03-31,,True,Trial
2569,1792,Pro,79,Active,2024-12-14,,False,Recurring
2570,1793,Pro,0,Cancelled,2023-03-31,2023-04-14,True,Trial
2571,1794,Business,0,Cancelled,2023-03-31,2023-04-14,True,Trial
2572,1795,Starter,0,Cancelled,2023-03-31,2023-04-14,True,Trial
2573,1796,Pro,0,Active,2023-03-31,,True,Trial
2574,1796,Pro,79,Cancelled,2023-08-14,2023-09-14,False,Churned MRR
2575,1797,Pro,0,Cancelled,2023-04-01,2023-04-15,True,Trial
2576,1798,Starter,0,Cancelled,2023-04-01,2023-04-15,True,Trial
2577,1799,Starter,0,Cancelled,2023-04-01,2023-04-15,True,Trial
2578,1800,Starter,0,Active,2023-04-01,,True,Trial
2579,1800,Starter,29,Cancelled,2023-06-15,2023-07-15,False,Churned MRR
2580,1801,Starter,0,Active,2023-04-01,,True,Trial
2581,1801,Starter,29,Cancelled,2023-04-15,2023-05-15,False,Churned MRR
2582,1802,Enterprise,0,Cancelled,2023-04-01,2023-04-15,True,Trial
2583,1803,Pro,0,Active,2023-04-01,,True,Trial
2584,1803,Pro,79,Active,2024-12-15,,False,Recurring
2585,1804,Starter,0,Cancelled,2023-04-02,2023-04-16,True,Trial
2586,1805,Starter,0,Active,2023-04-02,,True,Trial
2587,1805,Starter,29,Cancelled,2023-05-16,2023-06-16,False,Churned MRR
2588,1806,Starter,0,Active,2023-04-02,,True,Trial
2589,1806,Starter,29,Cancelled,2023-09-16,2023-10-16,False,Churned MRR
2590,1807,Business,0,Cancelled,2023-04-02,2023-04-16,True,Trial
2591,1808,Pro,0,Cancelled,2023-04-03,2023-04-17,True,Trial
2592,1809,Starter,0,Cancelled,2023-04-03,2023-04-17,True,Trial
2593,1810,Starter,0,Cancelled,2023-04-03,2023-04-17,True,Trial
2594,1811,Enterprise,0,Cancelled,2023-04-03,2023-04-17,True,Trial
2595,1812,Pro,0,Active,2023-04-03,,True,Trial
2596,1812,Pro,79,Cancelled,2024-04-17,2024-05-17,False,Churned MRR
2597,1813,Starter,0,Active,2023-04-04,,True,Trial
2598,1813,Starter,29,Active,2024-12-18,,False,Recurring
2599,1814,Pro,0,Cancelled,2023-04-04,2023-04-18,True,Trial
2600,1815,Pro,0,Cancelled,2023-04-04,2023-04-18,True,Trial
2601,1816,Starter,0,Cancelled,2023-04-04,2023-04-18,True,Trial
2602,1817,Pro,0,Cancelled,2023-04-04,2023-04-18,True,Trial
2603,1818,Starter,0,Cancelled,2023-04-04,2023-04-18,True,Trial
2604,1819,Pro,0,Cancelled,2023-04-04,2023-04-18,True,Trial
2605,1820,Starter,0,Active,2023-04-04,,True,Trial
2606,1820,Starter,29,Cancelled,2024-08-18,2024-09-18,False,Churned MRR
2607,1821,Starter,0,Cancelled,2023-04-05,2023-04-19,True,Trial
2608,1822,Starter,0,Cancelled,2023-04-06,2023-04-20,True,Trial
2609,1823,Enterprise,0,Cancelled,2023-04-06,2023-04-20,True,Trial
2610,1824,Pro,0,Cancelled,2023-04-06,2023-04-20,True,Trial
2611,1825,Starter,0,Active,2023-04-06,,True,Trial
2612,1825,Starter,29,Cancelled,2023-04-20,2023-05-20,False,Churned MRR
2613,1826,Starter,0,Cancelled,2023-04-06,2023-04-20,True,Trial
2614,1827,Starter,0,Cancelled,2023-04-06,2023-04-20,True,Trial
2615,1828,Pro,0,Active,2023-04-07,,True,Trial
2616,1828,Pro,79,Upgraded,2024-07-21,2024-08-21,False,Expansion MRR
2617,1828,Business,199,Active,2024-12-21,,False,Recurring
2618,1829,Pro,0,Cancelled,2023-04-07,2023-04-21,True,Trial
2619,1830,Pro,0,Cancelled,2023-04-07,2023-04-21,True,Trial
2620,1831,Pro,0,Cancelled,2023-04-07,2023-04-21,True,Trial
2621,1832,Starter,0,Active,2023-04-07,,True,Trial
2622,1832,Starter,29,Upgraded,2024-01-21,2024-02-21,False,Expansion MRR
2623,1832,Pro,79,Cancelled,2024-08-21,2024-09-21,False,Churned MRR
2624,1833,Pro,0,Cancelled,2023-04-07,2023-04-21,True,Trial
2625,1834,Pro,0,Active,2023-04-07,,True,Trial
2626,1834,Pro,79,Cancelled,2023-06-21,2023-07-21,False,Churned MRR
2627,1835,Pro,0,Cancelled,2023-04-07,2023-04-21,True,Trial
2628,1836,Pro,0,Cancelled,2023-04-08,2023-04-22,True,Trial
2629,1837,Starter,0,Cancelled,2023-04-08,2023-04-22,True,Trial
2630,1838,Enterprise,0,Active,2023-04-08,,True,Trial
2631,1838,Enterprise,499,Downgraded,2024-11-22,2024-12-22,False,Contraction MRR
2632,1838,Business,199,Active,2024-12-22,,False,Contraction MRR
2633,1839,Starter,0,Cancelled,2023-04-08,2023-04-22,True,Trial
2634,1840,Pro,0,Cancelled,2023-04-08,2023-04-22,True,Trial
2635,1841,Starter,0,Active,2023-04-09,,True,Trial
2636,1841,Starter,29,Cancelled,2023-05-23,2023-06-23,False,Churned MRR
2637,1842,Starter,0,Cancelled,2023-04-09,2023-04-23,True,Trial
2638,1843,Pro,0,Cancelled,2023-04-09,2023-04-23,True,Trial
2639,1844,Business,0,Active,2023-04-09,,True,Trial
2640,1844,Business,199,Upgraded,2024-01-23,2024-02-23,False,Expansion MRR
2641,1844,Enterprise,499,Cancelled,2024-10-23,2024-11-23,False,Churned MRR
2642,1845,Starter,0,Cancelled,2023-04-09,2023-04-23,True,Trial
2643,1846,Enterprise,0,Active,2023-04-09,,True,Trial
2644,1846,Enterprise,499,Active,2024-12-23,,False,Recurring
2645,1847,Starter,0,Cancelled,2023-04-10,2023-04-24,True,Trial
2646,1848,Business,0,Active,2023-04-10,,True,Trial
2647,1848,Business,199,Cancelled,2023-10-24,2023-11-24,False,Churned MRR
2648,1849,Starter,0,Cancelled,2023-04-10,2023-04-24,True,Trial
2649,1850,Business,0,Active,2023-04-10,,True,Trial
2650,1850,Business,199,Upgraded,2023-08-24,2023-09-24,False,Expansion MRR
2651,1850,Enterprise,499,Cancelled,2023-10-24,2023-11-24,False,Churned MRR
2652,1851,Starter,0,Cancelled,2023-04-10,2023-04-24,True,Trial
2653,1852,Starter,0,Cancelled,2023-04-10,2023-04-24,True,Trial
2654,1853,Pro,0,Cancelled,2023-04-10,2023-04-24,True,Trial
2655,1854,Starter,0,Cancelled,2023-04-11,2023-04-25,True,Trial
2656,1855,Starter,0,Cancelled,2023-04-11,2023-04-25,True,Trial
2657,1856,Pro,0,Cancelled,2023-04-11,2023-04-25,True,Trial
2658,1857,Business,0,Cancelled,2023-04-11,2023-04-25,True,Trial
2659,1858,Pro,0,Cancelled,2023-04-11,2023-04-25,True,Trial
2660,1859,Starter,0,Cancelled,2023-04-11,2023-04-25,True,Trial
2661,1860,Business,0,Cancelled,2023-04-11,2023-04-25,True,Trial
2662,1861,Starter,0,Cancelled,2023-04-11,2023-04-25,True,Trial
2663,1862,Business,0,Cancelled,2023-04-11,2023-04-25,True,Trial
2664,1863,Enterprise,0,Cancelled,2023-04-11,2023-04-25,True,Trial
2665,1864,Enterprise,0,Cancelled,2023-04-11,2023-04-25,True,Trial
2666,1865,Business,0,Cancelled,2023-04-12,2023-04-26,True,Trial
2667,1866,Enterprise,0,Cancelled,2023-04-12,2023-04-26,True,Trial
2668,1867,Starter,0,Cancelled,2023-04-12,2023-04-26,True,Trial
2669,1868,Business,0,Cancelled,2023-04-13,2023-04-27,True,Trial
2670,1869,Starter,0,Active,2023-04-13,,True,Trial
2671,1869,Starter,29,Cancelled,2024-07-27,2024-08-27,False,Churned MRR
2672,1870,Starter,0,Cancelled,2023-04-13,2023-04-27,True,Trial
2673,1871,Business,0,Active,2023-04-14,,True,Trial
2674,1871,Business,199,Upgraded,2024-04-28,2024-05-28,False,Expansion MRR
2675,1871,Enterprise,499,Active,2024-12-28,,False,Recurring
2676,1872,Pro,0,Cancelled,2023-04-14,2023-04-28,True,Trial
2677,1873,Business,0,Cancelled,2023-04-14,2023-04-28,True,Trial
2678,1874,Starter,0,Active,2023-04-14,,True,Trial
2679,1874,Starter,29,Cancelled,2023-08-28,2023-09-28,False,Churned MRR
2680,1875,Starter,0,Cancelled,2023-04-14,2023-04-28,True,Trial
2681,1876,Enterprise,0,Active,2023-04-15,,True,Trial
2682,1876,Enterprise,499,Downgraded,2024-02-29,2024-03-29,False,Contraction MRR
2683,1876,Business,199,Active,2024-12-29,,False,Recurring
2684,1877,Business,0,Cancelled,2023-04-15,2023-04-29,True,Trial
2685,1878,Enterprise,0,Active,2023-04-15,,True,Trial
2686,1878,Enterprise,499,Active,2024-12-29,,False,Recurring
2687,1879,Business,0,Cancelled,2023-04-15,2023-04-29,True,Trial
2688,1880,Starter,0,Cancelled,2023-04-15,2023-04-29,True,Trial
2689,1881,Starter,0,Active,2023-04-15,,True,Trial
2690,1881,Starter,29,Cancelled,2023-05-29,2023-06-29,False,Churned MRR
2691,1882,Pro,0,Cancelled,2023-04-15,2023-04-29,True,Trial
2692,1883,Pro,0,Cancelled,2023-04-15,2023-04-29,True,Trial
2693,1884,Starter,0,Cancelled,2023-04-15,2023-04-29,True,Trial
2694,1885,Business,0,Cancelled,2023-04-15,2023-04-29,True,Trial
2695,1886,Pro,0,Active,2023-04-16,,True,Trial
2696,1886,Pro,79,Upgraded,2023-07-30,2023-08-30,False,Expansion MRR
2697,1886,Business,199,Cancelled,2024-09-29,2024-10-29,False,Churned MRR
2698,1887,Starter,0,Cancelled,2023-04-16,2023-04-30,True,Trial
2699,1888,Pro,0,Cancelled,2023-04-16,2023-04-30,True,Trial
2700,1889,Starter,0,Cancelled,2023-04-16,2023-04-30,True,Trial
2701,1890,Starter,0,Cancelled,2023-04-16,2023-04-30,True,Trial
2702,1891,Starter,0,Cancelled,2023-04-16,2023-04-30,True,Trial
2703,1892,Starter,0,Cancelled,2023-04-16,2023-04-30,True,Trial
2704,1893,Pro,0,Cancelled,2023-04-17,2023-05-01,True,Trial
2705,1894,Pro,0,Cancelled,2023-04-17,2023-05-01,True,Trial
2706,1895,Starter,0,Cancelled,2023-04-17,2023-05-01,True,Trial
2707,1896,Pro,0,Active,2023-04-17,,True,Trial
2708,1896,Pro,79,Cancelled,2023-06-01,2023-07-01,False,Churned MRR
2709,1896,Starter,29,Active,2024-03-01,,False,Reactivation MRR
2710,1897,Starter,0,Active,2023-04-17,,True,Trial
2711,1897,Starter,29,Cancelled,2023-06-01,2023-07-01,False,Churned MRR
2712,1898,Starter,0,Active,2023-04-17,,True,Trial
2713,1898,Starter,29,Cancelled,2023-05-01,2023-06-01,False,Churned MRR
2714,1899,Business,0,Active,2023-04-18,,True,Trial
2715,1899,Business,199,Cancelled,2024-03-02,2024-04-02,False,Churned MRR
2716,1900,Enterprise,0,Active,2023-04-18,,True,Trial
2717,1900,Enterprise,499,Active,2024-12-02,,False,Recurring
2718,1901,Enterprise,0,Active,2023-04-18,,True,Trial
2719,1901,Enterprise,499,Downgraded,2024-01-02,2024-02-02,False,Contraction MRR
2720,1901,Business,199,Upgraded,2024-03-02,2024-04-02,False,Expansion MRR
2721,1901,Enterprise,499,Active,2024-12-02,,False,Recurring
2722,1902,Starter,0,Cancelled,2023-04-18,2023-05-02,True,Trial
2723,1903,Starter,0,Cancelled,2023-04-18,2023-05-02,True,Trial
2724,1904,Business,0,Cancelled,2023-04-18,2023-05-02,True,Trial
2725,1905,Enterprise,0,Active,2023-04-18,,True,Trial
2726,1905,Enterprise,499,Active,2024-12-02,,False,Recurring
2727,1906,Starter,0,Cancelled,2023-04-18,2023-05-02,True,Trial
2728,1907,Starter,0,Cancelled,2023-04-18,2023-05-02,True,Trial
2729,1908,Starter,0,Cancelled,2023-04-18,2023-05-02,True,Trial
2730,1909,Business,0,Active,2023-04-18,,True,Trial
2731,1909,Business,199,Upgraded,2023-05-02,2023-06-02,False,Expansion MRR
2732,1909,Enterprise,499,Active,2024-12-02,,False,Recurring
2733,1910,Starter,0,Active,2023-04-18,,True,Trial
2734,1910,Starter,29,Cancelled,2023-11-02,2023-12-02,False,Churned MRR
