customer_id,channel,campaign,cac,conversion_date,cost_per_click,impressions,clicks
1074,Google Ads,Partner Referral,269.17,2022-11-21,16.82,34305,574
1075,LinkedIn,Product Launch,480.9,2022-11-21,36.99,8880,717
1076,Organic,Inbound SEO,135.93,2022-11-21,5.91,39026,1348
1077,Google Ads,Cold Outbound,355.25,2022-11-21,29.6,15563,1042
1078,Google Ads,Summer Growth,247.21,2022-11-21,14.54,9932,1966
1079,Google Ads,Product Launch,274.24,2022-11-21,11.92,3530,1166
1080,Organic,Product Launch,167.4,2022-11-22,12.88,39188,1195
1081,Organic,End of Year Push,120.97,2022-11-22,6.37,42336,1600
1082,Organic,End of Year Push,173.55,2022-11-22,14.46,11391,1293
1083,LinkedIn,Retargeting Wave,461.53,2022-11-23,23.08,9221,1190
1084,Google Ads,Partner Referral,313.74,2022-11-23,17.43,13485,1285
1085,Organic,End of Year Push,152.75,2022-11-23,8.99,49751,1071
1086,Google Ads,Brand Awareness Q1,349.93,2022-11-23,38.88,29224,1085
1087,Organic,Partner Referral,138.21,2022-11-23,6.91,25225,1294
1088,Google Ads,Partner Referral,329.92,2022-11-23,41.24,45064,1207
1089,LinkedIn,Partner Referral,523.63,2022-11-23,21.82,10905,1849
1090,LinkedIn,Brand Awareness Q1,574.59,2022-11-24,23.94,21928,736
1091,Meta Ads,Partner Referral,226.79,2022-11-24,17.45,37912,1026
1092,Referral,Product Launch,106.39,2022-11-24,7.6,9855,720
1093,Google Ads,Cold Outbound,370.34,2022-11-24,24.69,41919,1986
1094,Google Ads,Partner Referral,372.47,2022-11-24,14.9,47529,1290
1095,LinkedIn,Brand Awareness Q1,615.75,2022-11-24,38.48,31139,412
1096,Organic,End of Year Push,160.32,2022-11-24,10.02,42314,564
1097,Referral,Partner Referral,148.47,2022-11-24,7.42,7404,144
1098,Google Ads,Retargeting Wave,389.97,2022-11-25,19.5,6197,1169
1099,Organic,Partner Referral,142.71,2022-11-25,10.98,33409,1716
1100,Meta Ads,Cold Outbound,286.09,2022-11-25,22.01,18315,563
1101,LinkedIn,Brand Awareness Q1,794.74,2022-11-25,52.98,45076,1965
1102,Referral,Inbound SEO,125.5,2022-11-26,12.55,34587,924
1103,LinkedIn,Summer Growth,563.4,2022-11-26,37.56,44226,663
1104,Google Ads,End of Year Push,376.02,2022-11-26,25.07,7151,1165
1105,Organic,Partner Referral,121.66,2022-11-26,8.69,18054,1010
1106,Google Ads,Product Launch,250.9,2022-11-26,17.92,32872,1061
1107,LinkedIn,Brand Awareness Q1,724.77,2022-11-26,72.48,44635,1845
1108,Organic,Brand Awareness Q1,175.82,2022-11-26,17.58,25767,490
1109,Organic,Product Launch,165.86,2022-11-26,20.73,886,1334
1110,Organic,Inbound SEO,154.8,2022-11-27,12.9,14672,199
1111,Direct,Partner Referral,124.24,2022-11-27,8.87,44991,186
1112,Google Ads,Product Launch,240.78,2022-11-27,24.08,11507,1043
1113,Organic,Partner Referral,134.66,2022-11-27,5.85,12774,121
1114,Referral,Inbound SEO,92.81,2022-11-27,11.6,16548,250
1115,LinkedIn,Inbound SEO,609.77,2022-11-27,30.49,38202,1478
1116,LinkedIn,Brand Awareness Q1,452.73,2022-11-28,41.16,43501,1241
1117,LinkedIn,Summer Growth,713.14,2022-11-28,32.42,25155,1829
1118,Google Ads,End of Year Push,393.52,2022-11-29,30.27,19769,1790
1119,Google Ads,End of Year Push,278.15,2022-11-29,11.59,32020,282
1120,Google Ads,Retargeting Wave,251.64,2022-11-29,10.94,20452,941
1121,LinkedIn,Brand Awareness Q1,489.75,2022-11-29,19.59,30135,72
1122,Organic,Product Launch,128.44,2022-11-29,14.27,17179,159
1123,Organic,Brand Awareness Q1,134.24,2022-11-30,5.37,48150,463
1124,Google Ads,Summer Growth,354.14,2022-11-30,27.24,13928,393
1125,Organic,Brand Awareness Q1,159.96,2022-11-30,20.0,25053,1813
1126,LinkedIn,Product Launch,698.57,2022-12-01,43.66,46237,205
1127,Meta Ads,Inbound SEO,199.44,2022-12-01,15.34,47122,973
1128,Google Ads,Brand Awareness Q1,297.75,2022-12-02,22.9,6284,501
1129,Organic,Inbound SEO,146.2,2022-12-02,8.6,11354,1133
1130,Direct,Product Launch,174.51,2022-12-02,8.73,32881,1441
1131,Organic,Summer Growth,164.96,2022-12-02,8.25,29724,1085
1132,Organic,Cold Outbound,168.19,2022-12-02,6.73,27463,1559
1133,Organic,Product Launch,155.87,2022-12-03,8.66,6781,732
1134,Organic,Retargeting Wave,143.82,2022-12-03,11.06,28831,956
1135,Organic,Product Launch,120.94,2022-12-03,13.44,40790,1224
1136,Google Ads,Inbound SEO,317.33,2022-12-04,22.67,42489,1805
1137,Organic,Brand Awareness Q1,176.73,2022-12-04,9.3,13435,208
1138,LinkedIn,Summer Growth,548.35,2022-12-04,60.93,44064,751
1139,Organic,Inbound SEO,139.34,2022-12-04,17.42,35077,581
1140,Meta Ads,Retargeting Wave,202.93,2022-12-04,9.66,32572,964
1141,Organic,Retargeting Wave,166.9,2022-12-04,7.95,30127,1299
1142,Meta Ads,End of Year Push,282.74,2022-12-05,35.34,43125,970
1143,Google Ads,Brand Awareness Q1,345.58,2022-12-05,19.2,33919,525
1144,Google Ads,Brand Awareness Q1,354.86,2022-12-05,35.49,33107,1898
1145,Organic,Cold Outbound,130.02,2022-12-06,8.67,48019,331
1146,Meta Ads,Summer Growth,259.06,2022-12-06,10.36,15983,317
1147,Organic,Product Launch,126.48,2022-12-06,12.65,13166,573
1148,Organic,Partner Referral,173.72,2022-12-07,6.95,2533,199
1149,Referral,Inbound SEO,121.76,2022-12-07,15.22,12215,670
1150,Organic,Summer Growth,138.89,2022-12-08,6.04,42314,1510
1151,Referral,Cold Outbound,139.91,2022-12-08,13.99,47621,231
1152,Meta Ads,Retargeting Wave,273.56,2022-12-08,10.94,23545,1973
1153,Referral,Partner Referral,110.8,2022-12-08,4.62,36947,880
1154,Direct,Summer Growth,163.08,2022-12-08,12.54,17186,1748
1155,Organic,Brand Awareness Q1,164.3,2022-12-08,9.66,42097,659
1156,Meta Ads,End of Year Push,191.23,2022-12-08,7.65,43599,1117
1157,Organic,Summer Growth,123.75,2022-12-08,11.25,49852,1993
1158,Referral,Inbound SEO,137.47,2022-12-09,6.55,33258,1679
1159,LinkedIn,Partner Referral,612.65,2022-12-09,61.27,38803,1812
1160,Google Ads,Partner Referral,282.88,2022-12-10,35.36,6819,1041
1161,Organic,Summer Growth,129.2,2022-12-10,5.87,28167,677
1162,Google Ads,Cold Outbound,389.12,2022-12-10,17.69,3129,314
1163,Referral,Brand Awareness Q1,126.58,2022-12-10,7.91,46635,766
1164,Direct,Product Launch,130.53,2022-12-10,5.93,30675,1395
1165,Organic,Product Launch,171.72,2022-12-10,19.08,40953,1928
1166,Google Ads,Product Launch,334.09,2022-12-10,13.36,18048,1123
1167,Meta Ads,End of Year Push,246.4,2022-12-10,12.97,46948,1078
1168,Meta Ads,Product Launch,316.99,2022-12-10,22.64,14587,1337
1169,LinkedIn,Brand Awareness Q1,695.21,2022-12-11,53.48,46377,1895
1170,Google Ads,End of Year Push,383.08,2022-12-11,15.96,26772,1413
1171,Google Ads,Retargeting Wave,354.22,2022-12-11,17.71,19255,1143
1172,Google Ads,Cold Outbound,261.65,2022-12-11,17.44,38873,1191
1173,Organic,Partner Referral,163.37,2022-12-11,8.6,9076,1504
1174,Organic,Partner Referral,124.65,2022-12-12,5.67,27059,390
1175,Referral,End of Year Push,90.89,2022-12-12,5.05,15294,1750
1176,Organic,Brand Awareness Q1,138.7,2022-12-12,6.93,41838,373
1177,Organic,Partner Referral,126.26,2022-12-13,9.02,16611,603
1178,Referral,Product Launch,88.17,2022-12-13,8.82,25036,865
1179,LinkedIn,Inbound SEO,539.4,2022-12-13,41.49,27736,483
1180,Google Ads,Partner Referral,367.95,2022-12-13,28.3,14731,449
1181,Google Ads,Retargeting Wave,245.14,2022-12-13,15.32,24342,793
1182,Referral,Retargeting Wave,88.2,2022-12-14,6.3,18253,1834
1183,Google Ads,Summer Growth,263.57,2022-12-14,23.96,31117,745
1184,Google Ads,Retargeting Wave,332.14,2022-12-14,18.45,31829,1363
1185,Google Ads,Summer Growth,362.45,2022-12-14,14.5,35330,1521
1186,Google Ads,Retargeting Wave,377.01,2022-12-15,18.85,16073,1085
1187,Organic,Product Launch,142.03,2022-12-15,12.91,8562,1913
1188,Google Ads,Product Launch,360.39,2022-12-16,22.52,43794,843
1189,Google Ads,Cold Outbound,333.86,2022-12-16,25.68,17092,953
1190,LinkedIn,Cold Outbound,563.12,2022-12-16,29.64,42780,1217
1191,Referral,Brand Awareness Q1,105.21,2022-12-16,11.69,30955,697
1192,Referral,Summer Growth,98.28,2022-12-16,4.09,14933,1804
1193,Google Ads,Product Launch,381.35,2022-12-16,25.42,3692,745
1194,Direct,Product Launch,181.28,2022-12-16,11.33,21752,1565
1195,Organic,Summer Growth,124.57,2022-12-17,10.38,16949,878
1196,Email,End of Year Push,114.25,2022-12-17,4.97,35566,1360
1197,LinkedIn,Product Launch,792.47,2022-12-17,46.62,13973,1575
1198,Organic,Summer Growth,169.08,2022-12-17,10.57,41912,901
1199,Organic,Partner Referral,145.24,2022-12-17,13.2,48039,104
1200,Google Ads,Partner Referral,378.39,2022-12-18,25.23,49648,963
1201,Direct,Product Launch,160.71,2022-12-18,16.07,34504,1919
1202,Meta Ads,Brand Awareness Q1,313.81,2022-12-18,15.69,22662,68
1203,Google Ads,Retargeting Wave,375.92,2022-12-18,17.09,5973,766
1204,Meta Ads,Product Launch,194.33,2022-12-18,10.8,645,334
1205,LinkedIn,Partner Referral,516.85,2022-12-19,57.43,607,1913
1206,Google Ads,Cold Outbound,248.43,2022-12-19,19.11,37063,1951
1207,Referral,End of Year Push,117.88,2022-12-19,9.82,7893,1945
1208,Organic,Summer Growth,153.25,2022-12-19,9.58,49490,1487
1209,LinkedIn,Inbound SEO,553.37,2022-12-19,61.49,30783,1316
1210,Google Ads,Cold Outbound,300.92,2022-12-19,12.54,17622,385
1211,Organic,Summer Growth,123.7,2022-12-19,7.28,6055,619
1212,Referral,Partner Referral,89.55,2022-12-20,11.19,42550,1024
1213,Organic,End of Year Push,149.3,2022-12-20,5.97,28230,188
1214,LinkedIn,Inbound SEO,573.89,2022-12-20,44.15,34501,1493
1215,Direct,Retargeting Wave,132.21,2022-12-20,6.01,21711,1401
1216,Meta Ads,Cold Outbound,241.15,2022-12-21,10.05,11669,1264
1217,Organic,Cold Outbound,140.4,2022-12-21,6.1,38168,1010
1218,LinkedIn,End of Year Push,660.29,2022-12-21,33.01,29570,939
1219,Organic,Summer Growth,138.71,2022-12-21,15.41,24680,1251
1220,Organic,Summer Growth,136.36,2022-12-21,7.58,791,1630
1221,Google Ads,Brand Awareness Q1,375.52,2022-12-22,25.03,22847,1705
1222,Google Ads,Product Launch,244.07,2022-12-22,10.17,23802,1621
1223,Meta Ads,Partner Referral,237.37,2022-12-22,11.3,47468,80
1224,Referral,Inbound SEO,109.34,2022-12-22,6.43,44835,1008
1225,Direct,Cold Outbound,139.28,2022-12-23,7.74,5866,1682
1226,Organic,Retargeting Wave,123.42,2022-12-23,10.29,26021,388
1227,LinkedIn,Retargeting Wave,582.89,2022-12-23,52.99,34997,97
1228,Referral,Retargeting Wave,89.15,2022-12-23,4.69,38669,650
1229,Organic,End of Year Push,140.94,2022-12-23,7.83,27060,814
1230,Organic,Retargeting Wave,129.45,2022-12-23,8.63,31343,1632
1231,Meta Ads,Inbound SEO,282.19,2022-12-23,31.35,29811,1530
1232,Referral,Inbound SEO,144.48,2022-12-24,8.03,30564,1885
1233,Organic,Retargeting Wave,172.53,2022-12-24,6.9,49618,1686
1234,LinkedIn,Product Launch,704.6,2022-12-24,39.14,5483,399
1235,Organic,Retargeting Wave,139.86,2022-12-24,6.66,30513,1674
1236,Meta Ads,Summer Growth,269.63,2022-12-24,11.72,21774,1632
1237,Organic,Cold Outbound,129.47,2022-12-24,9.96,41208,610
1238,Meta Ads,Partner Referral,286.51,2022-12-24,15.92,11123,478
1239,Referral,Retargeting Wave,107.82,2022-12-24,11.98,9819,173
1240,Referral,Inbound SEO,126.53,2022-12-25,7.91,2993,946
1241,Organic,Summer Growth,153.62,2022-12-25,8.53,37878,1513
1242,Organic,Product Launch,127.73,2022-12-25,6.08,37477,1565
1243,Google Ads,End of Year Push,382.23,2022-12-25,15.29,22828,191
1244,LinkedIn,Cold Outbound,520.6,2022-12-25,26.03,46731,557
1245,Google Ads,Partner Referral,338.4,2022-12-26,33.84,20966,317
1246,LinkedIn,Brand Awareness Q1,711.74,2022-12-26,44.48,4402,1096
1247,Google Ads,End of Year Push,243.59,2022-12-26,17.4,17766,1862
1248,Google Ads,Cold Outbound,251.03,2022-12-26,10.46,33007,436
1249,Google Ads,Partner Referral,323.4,2022-12-26,17.02,40033,1879
1250,Referral,Brand Awareness Q1,126.13,2022-12-26,7.42,7211,1507
1251,Direct,Summer Growth,106.6,2022-12-26,5.33,3663,552
1252,Organic,End of Year Push,169.7,2022-12-27,18.86,33569,1719
1253,Google Ads,Retargeting Wave,285.02,2022-12-27,19.0,28001,1386
1254,Referral,Product Launch,110.09,2022-12-27,13.76,41817,1288
1255,Direct,Cold Outbound,108.72,2022-12-28,4.35,35908,148
1256,LinkedIn,Summer Growth,689.45,2022-12-28,76.61,38533,542
1257,Direct,Partner Referral,148.55,2022-12-29,6.46,30494,1653
1258,Meta Ads,Partner Referral,213.62,2022-12-29,11.87,30393,823
1259,Google Ads,Inbound SEO,295.78,2022-12-29,32.86,14133,562
1260,Referral,Inbound SEO,115.3,2022-12-29,7.21,13741,783
1261,Referral,Summer Growth,130.53,2022-12-29,14.5,9656,831
1262,LinkedIn,Inbound SEO,650.97,2022-12-29,46.5,15903,1734
1263,Organic,Product Launch,157.1,2022-12-30,11.22,45795,560
1264,Organic,Summer Growth,176.77,2022-12-30,12.63,24435,1440
1265,LinkedIn,Inbound SEO,474.44,2022-12-30,26.36,49436,1658
1266,Organic,Partner Referral,121.37,2022-12-30,7.59,1637,935
1267,Organic,Brand Awareness Q1,167.74,2022-12-30,8.39,29336,626
1268,LinkedIn,Summer Growth,561.94,2022-12-30,33.06,20534,1719
1269,Meta Ads,Summer Growth,241.18,2022-12-30,11.48,19220,1201
1270,Email,Retargeting Wave,104.09,2022-12-31,8.67,30198,1477
1271,Referral,Cold Outbound,142.4,2022-12-31,9.49,4073,406
1272,Meta Ads,Inbound SEO,187.52,2023-01-01,8.15,11567,756
1273,Organic,End of Year Push,122.01,2023-01-01,6.42,33742,1319
1274,Organic,Summer Growth,147.73,2023-01-01,11.36,25026,1168
1275,Organic,Summer Growth,135.87,2023-01-01,7.99,40041,783
1276,Direct,Inbound SEO,138.41,2023-01-02,13.84,49595,1497
1277,LinkedIn,Partner Referral,546.7,2023-01-02,32.16,20064,935
1278,Google Ads,End of Year Push,291.43,2023-01-02,36.43,2477,578
1279,Organic,Retargeting Wave,142.22,2023-01-03,11.85,48827,1127
1280,Google Ads,Inbound SEO,326.14,2023-01-03,20.38,32855,1873
1281,Organic,Cold Outbound,124.15,2023-01-03,5.4,39763,1457
1282,Google Ads,Retargeting Wave,247.21,2023-01-03,12.36,30084,1972
1283,Organic,End of Year Push,176.0,2023-01-04,8.38,32618,343
1284,Referral,Brand Awareness Q1,146.71,2023-01-04,12.23,33497,1478
1285,Organic,Retargeting Wave,167.85,2023-01-04,16.79,30740,1040
1286,Direct,Cold Outbound,103.25,2023-01-04,6.88,18184,1485
1287,Referral,End of Year Push,83.0,2023-01-04,7.55,27606,250
1288,Organic,Cold Outbound,137.88,2023-01-04,11.49,45407,1577
1289,Organic,Inbound SEO,173.11,2023-01-04,7.53,21708,1776
1290,Organic,Product Launch,140.72,2023-01-04,5.86,47137,1937
1291,LinkedIn,Product Launch,520.43,2023-01-05,20.82,49943,868
1292,Meta Ads,Inbound SEO,305.88,2023-01-05,30.59,23769,1442
1293,Organic,Partner Referral,174.44,2023-01-05,7.27,33798,193
1294,Google Ads,Summer Growth,358.83,2023-01-05,19.93,24407,1761
1295,Google Ads,Partner Referral,306.62,2023-01-05,14.6,37179,1242
1296,Referral,End of Year Push,148.62,2023-01-05,7.08,49407,539
1297,Google Ads,Brand Awareness Q1,305.17,2023-01-05,16.95,37768,1857
1298,Google Ads,Partner Referral,259.11,2023-01-05,23.56,5202,498
1299,Organic,End of Year Push,140.05,2023-01-05,10.77,9131,584
1300,Direct,Product Launch,193.11,2023-01-06,10.16,26381,1293
1301,Google Ads,Summer Growth,334.95,2023-01-06,27.91,42524,1502
1302,Google Ads,Retargeting Wave,330.8,2023-01-06,13.23,46356,1846
1303,Google Ads,Retargeting Wave,317.77,2023-01-06,13.24,32070,1219
1304,Referral,Partner Referral,115.52,2023-01-06,8.25,6088,1220
1305,Google Ads,Inbound SEO,275.91,2023-01-06,21.22,32918,1334
1306,Organic,Partner Referral,162.52,2023-01-06,12.5,12324,1610
1307,Google Ads,Summer Growth,330.14,2023-01-06,15.72,16912,322
1308,Organic,Product Launch,176.48,2023-01-06,7.67,18952,880
1309,Meta Ads,Brand Awareness Q1,280.59,2023-01-07,25.51,32472,849
1310,Organic,Summer Growth,126.48,2023-01-07,5.27,28369,549
1311,Meta Ads,Brand Awareness Q1,275.5,2023-01-07,11.48,24277,1416
1312,Google Ads,Brand Awareness Q1,369.97,2023-01-07,17.62,10324,405
1313,Organic,Inbound SEO,144.79,2023-01-07,6.89,31331,472
1314,LinkedIn,Cold Outbound,573.47,2023-01-07,30.18,26163,1320
1315,LinkedIn,Retargeting Wave,508.17,2023-01-07,50.82,622,1686
1316,Google Ads,Brand Awareness Q1,241.34,2023-01-07,17.24,49291,376
1317,Meta Ads,Product Launch,182.59,2023-01-07,10.74,34825,406
1318,LinkedIn,Partner Referral,556.61,2023-01-08,39.76,49530,1675
1319,Google Ads,End of Year Push,349.36,2023-01-08,19.41,27576,215
1320,Organic,Product Launch,150.89,2023-01-08,18.86,16414,1759
1321,Email,Partner Referral,60.2,2023-01-08,3.34,33633,1414
1322,Email,Summer Growth,118.0,2023-01-08,4.72,22444,459
1323,Direct,Summer Growth,196.78,2023-01-09,17.89,6652,1393
1324,Direct,Summer Growth,150.25,2023-01-09,6.83,32247,1678
1325,LinkedIn,End of Year Push,733.34,2023-01-09,36.67,28280,838
1326,Google Ads,Retargeting Wave,302.77,2023-01-09,13.16,11981,1088
1327,Organic,Partner Referral,134.78,2023-01-10,7.49,38610,1105
1328,Google Ads,End of Year Push,241.63,2023-01-10,10.51,40549,150
1329,LinkedIn,Retargeting Wave,683.75,2023-01-10,85.47,15240,1054
1330,Google Ads,End of Year Push,295.21,2023-01-10,26.84,43763,461
1331,Organic,Inbound SEO,135.06,2023-01-10,11.26,45672,967
1332,Direct,Cold Outbound,133.0,2023-01-10,12.09,38645,1343
1333,Google Ads,End of Year Push,370.13,2023-01-10,41.13,24692,874
1334,Meta Ads,Cold Outbound,257.76,2023-01-10,25.78,8744,1485
1335,Referral,Product Launch,107.86,2023-01-11,6.34,41301,648
1336,Referral,Inbound SEO,122.25,2023-01-11,9.4,47897,1277
1337,Direct,Product Launch,123.8,2023-01-11,15.47,47229,201
1338,Google Ads,Cold Outbound,284.25,2023-01-12,12.92,33048,897
1339,Google Ads,Partner Referral,254.28,2023-01-12,25.43,27252,1805
1340,Google Ads,Inbound SEO,306.23,2023-01-12,25.52,33801,1897
1341,Email,Partner Referral,117.53,2023-01-12,10.68,37691,1392
1342,Google Ads,Brand Awareness Q1,283.02,2023-01-12,23.58,37378,674
1343,Meta Ads,Retargeting Wave,216.9,2023-01-12,15.49,44468,1795
1344,LinkedIn,Inbound SEO,539.61,2023-01-13,24.53,31974,1757
1345,Referral,Partner Referral,108.65,2023-01-13,10.87,47805,1855
1346,Organic,Partner Referral,152.54,2023-01-13,8.47,41481,746
1347,Organic,Brand Awareness Q1,164.21,2023-01-13,16.42,46207,802
1348,Meta Ads,Cold Outbound,280.84,2023-01-13,11.7,12788,340
1349,Direct,Inbound SEO,156.43,2023-01-13,11.17,25641,1702
1350,Organic,Retargeting Wave,127.02,2023-01-13,12.7,10607,1354
1351,Meta Ads,Summer Growth,238.11,2023-01-13,9.52,21942,1424
1352,Organic,Cold Outbound,122.06,2023-01-13,4.88,3225,1967
1353,Google Ads,Product Launch,240.11,2023-01-14,30.01,15146,1947
1354,LinkedIn,Summer Growth,525.13,2023-01-14,52.51,10850,73
1355,Referral,Partner Referral,120.45,2023-01-14,6.02,31743,927
1356,Email,Brand Awareness Q1,86.57,2023-01-14,6.18,42893,958
1357,Organic,End of Year Push,166.46,2023-01-14,8.32,24197,911
1358,Meta Ads,Summer Growth,244.4,2023-01-14,30.55,23274,880
1359,LinkedIn,Retargeting Wave,564.09,2023-01-14,40.29,39097,885
1360,Meta Ads,Retargeting Wave,184.76,2023-01-14,9.24,30029,462
1361,LinkedIn,Retargeting Wave,476.56,2023-01-15,59.57,39188,1987
1362,LinkedIn,Partner Referral,569.6,2023-01-15,22.78,43347,1140
1363,Meta Ads,Brand Awareness Q1,315.37,2023-01-15,16.6,34413,1079
1364,Google Ads,Product Launch,259.92,2023-01-15,14.44,14416,243
1365,Organic,Product Launch,155.39,2023-01-15,7.4,27997,311
1366,Google Ads,Brand Awareness Q1,397.51,2023-01-15,44.17,37432,721
1367,Meta Ads,Summer Growth,222.82,2023-01-15,13.11,25803,300
1368,Referral,Cold Outbound,122.59,2023-01-15,15.32,3179,102
1369,Organic,Brand Awareness Q1,154.79,2023-01-15,17.2,30040,479
1370,Meta Ads,Retargeting Wave,311.35,2023-01-16,15.57,29403,1929
1371,Referral,Retargeting Wave,96.23,2023-01-16,4.18,19050,549
1372,Referral,End of Year Push,132.73,2023-01-16,14.75,36837,1287
1373,Google Ads,Inbound SEO,273.71,2023-01-16,13.69,33124,188
1374,Meta Ads,End of Year Push,200.08,2023-01-17,25.01,23447,651
1375,Organic,Retargeting Wave,159.62,2023-01-17,12.28,23992,1340
1376,Organic,Brand Awareness Q1,125.2,2023-01-17,8.94,23658,1281
1377,Google Ads,Retargeting Wave,359.68,2023-01-17,27.67,43873,1232
1378,Google Ads,Inbound SEO,372.11,2023-01-17,16.91,41227,1329
1379,LinkedIn,End of Year Push,656.37,2023-01-18,54.7,16681,1192
1380,Meta Ads,Partner Referral,242.67,2023-01-18,11.03,26005,1796
1381,Google Ads,Partner Referral,399.0,2023-01-18,30.69,48204,1122
1382,Meta Ads,Summer Growth,224.83,2023-01-18,16.06,20799,84
1383,LinkedIn,Cold Outbound,647.46,2023-01-19,25.9,14778,1143
1384,Meta Ads,End of Year Push,220.63,2023-01-19,27.58,35106,254
1385,Meta Ads,Product Launch,237.05,2023-01-19,16.93,42026,1326
1386,Referral,Brand Awareness Q1,137.33,2023-01-19,10.56,25720,1590
1387,Google Ads,Brand Awareness Q1,321.57,2023-01-19,13.98,8522,763
1388,Direct,Inbound SEO,155.92,2023-01-19,14.17,15079,507
1389,Referral,Cold Outbound,87.38,2023-01-20,3.64,27694,165
1390,Google Ads,Partner Referral,372.67,2023-01-20,16.94,32828,196
1391,Meta Ads,Product Launch,318.26,2023-01-20,35.36,15420,170
1392,Direct,Cold Outbound,153.07,2023-01-20,8.5,29195,602
1393,Organic,Product Launch,150.21,2023-01-20,10.01,45036,1762
1394,Organic,Partner Referral,145.06,2023-01-20,6.59,32534,1135
1395,Meta Ads,Product Launch,263.25,2023-01-21,16.45,39631,1016
1396,LinkedIn,Inbound SEO,511.24,2023-01-21,28.4,49694,1853
1397,Meta Ads,Partner Referral,206.51,2023-01-21,12.15,38261,1773
1398,Google Ads,Inbound SEO,391.68,2023-01-21,35.61,46007,1575
1399,Google Ads,Inbound SEO,276.62,2023-01-22,21.28,23794,958
1400,LinkedIn,Retargeting Wave,790.4,2023-01-22,32.93,35354,349
1401,Email,Partner Referral,79.39,2023-01-22,8.82,46846,280
1402,Referral,Summer Growth,105.57,2023-01-22,9.6,7854,694
1403,LinkedIn,End of Year Push,616.71,2023-01-22,41.11,36115,1820
1404,Google Ads,Partner Referral,291.16,2023-01-22,17.13,48736,911
1405,Meta Ads,Inbound SEO,185.19,2023-01-22,20.58,43820,897
1406,Referral,Brand Awareness Q1,139.25,2023-01-23,5.57,13756,1082
1407,LinkedIn,End of Year Push,797.37,2023-01-23,49.84,28937,712
1408,LinkedIn,Cold Outbound,512.12,2023-01-23,28.45,33867,927
1409,Organic,Retargeting Wave,175.3,2023-01-23,9.23,25195,465
1410,LinkedIn,Product Launch,748.94,2023-01-23,49.93,20203,1327
1411,Email,Retargeting Wave,81.57,2023-01-23,4.53,30126,159
1412,Google Ads,Inbound SEO,290.69,2023-01-24,12.64,35264,1972
1413,Direct,End of Year Push,113.35,2023-01-24,4.53,36146,65
1414,Referral,Product Launch,94.18,2023-01-24,5.89,44883,1563
1415,Referral,Summer Growth,90.17,2023-01-24,4.51,7715,1412
1416,Meta Ads,Product Launch,274.04,2023-01-24,11.42,41914,823
1417,Meta Ads,Retargeting Wave,244.78,2023-01-24,10.64,27891,1531
1418,Referral,End of Year Push,146.69,2023-01-25,6.38,2111,478
1419,LinkedIn,Retargeting Wave,570.59,2023-01-25,24.81,37217,1601
1420,Google Ads,Product Launch,379.24,2023-01-25,18.06,35011,246
1421,Meta Ads,Summer Growth,301.49,2023-01-25,25.12,12221,1532
1422,Meta Ads,Product Launch,219.27,2023-01-26,14.62,9642,1095
1423,Referral,Partner Referral,80.07,2023-01-26,6.16,23340,542
1424,LinkedIn,Summer Growth,537.75,2023-01-26,22.41,24127,612
1425,Google Ads,Product Launch,284.51,2023-01-26,15.81,35808,1888
1426,Meta Ads,End of Year Push,309.14,2023-01-27,30.91,17623,1618
1427,Organic,Inbound SEO,173.43,2023-01-28,8.67,15223,107
1428,Organic,Product Launch,174.89,2023-01-28,8.33,31619,440
1429,Google Ads,Brand Awareness Q1,288.44,2023-01-28,16.97,29779,1236
1430,Referral,Partner Referral,118.27,2023-01-28,6.22,29534,255
1431,Google Ads,Partner Referral,366.91,2023-01-28,30.58,6554,448
1432,Organic,Inbound SEO,164.35,2023-01-28,18.26,34874,905
1433,Organic,Inbound SEO,152.39,2023-01-28,7.62,19647,1330
1434,Organic,Brand Awareness Q1,146.3,2023-01-29,6.1,35775,408
1435,Organic,Inbound SEO,154.6,2023-01-29,6.18,29294,412
1436,Meta Ads,Retargeting Wave,290.8,2023-01-29,14.54,31094,1960
1437,Referral,End of Year Push,94.94,2023-01-29,9.49,26493,464
1438,Organic,Retargeting Wave,171.12,2023-01-29,8.56,3244,261
1439,Meta Ads,Product Launch,284.19,2023-01-30,11.84,1435,532
1440,Direct,Partner Referral,170.1,2023-01-30,10.01,40389,150
1441,Meta Ads,Cold Outbound,293.39,2023-01-30,17.26,37918,215
1442,LinkedIn,End of Year Push,601.59,2023-01-30,37.6,43229,1498
1443,Organic,Brand Awareness Q1,179.83,2023-01-30,11.99,6727,175
1444,LinkedIn,Partner Referral,691.39,2023-01-30,32.92,15892,1624
1445,Google Ads,Product Launch,268.63,2023-01-30,11.19,18464,793
1446,Referral,Retargeting Wave,101.42,2023-01-31,12.68,35458,1351
1447,Google Ads,Partner Referral,338.45,2023-01-31,28.2,11171,1883
1448,Meta Ads,Summer Growth,190.63,2023-01-31,23.83,34018,689
1449,Meta Ads,Partner Referral,191.17,2023-01-31,9.1,49485,139
1450,LinkedIn,Product Launch,726.63,2023-01-31,36.33,901,656
1451,Google Ads,Summer Growth,242.81,2023-01-31,11.04,17660,1304
1452,LinkedIn,Summer Growth,519.74,2023-02-01,25.99,9288,1896
1453,Google Ads,Brand Awareness Q1,251.61,2023-02-01,11.98,25984,1333
1454,Meta Ads,Inbound SEO,256.21,2023-02-01,11.14,14973,1787
