usage_id,customer_id,week_start,plan,sessions,active_users,api_calls,storage_used_gb,pre_churn_flag
1502,529,2023-07-27,Business,138,23,21076,29.74,0
1503,529,2023-08-03,Business,62,36,10544,53.56,0
1504,529,2023-08-10,Business,39,21,8711,59.47,0
1505,529,2023-08-17,Business,145,20,13383,14.2,0
1506,529,2023-08-24,Business,54,43,19964,94.92,0
1507,529,2024-12-27,Pro,49,3,640,8.64,0
1508,531,2022-09-27,Starter,8,3,144,2.29,1
1509,531,2022-10-04,Starter,4,1,453,3.16,1
1510,531,2022-10-11,Starter,3,1,236,3.35,1
1511,531,2022-10-18,Starter,2,1,113,2.91,1
1512,531,2022-10-25,Starter,1,1,63,1.09,1
1513,532,2022-07-27,Pro,17,10,707,17.12,1
1514,532,2022-08-03,Pro,18,7,756,15.97,1
1515,532,2022-08-10,Pro,6,4,1738,2.32,1
1516,532,2022-08-17,Pro,3,1,162,15.76,1
1517,532,2022-08-24,Pro,10,2,419,20.19,1
1518,537,2023-07-28,Enterprise,188,108,38806,259.53,0
1519,537,2023-08-04,Enterprise,508,179,47936,494.74,0
1520,537,2023-08-11,Enterprise,375,45,12432,262.78,0
1521,537,2023-08-18,Enterprise,158,92,28465,439.91,0
1522,537,2023-08-25,Enterprise,354,156,19770,461.17,0
1523,537,2024-12-28,Business,24,38,7062,30.15,0
1524,538,2024-03-28,Pro,61,12,3747,3.97,0
1525,538,2024-04-04,Pro,61,12,1999,15.27,0
1526,538,2024-04-11,Pro,57,14,2089,9.52,0
1527,538,2024-04-18,Pro,47,3,4348,18.07,0
1528,538,2024-04-25,Pro,71,13,4677,19.98,0
1529,538,2024-08-28,Business,51,16,11870,64.66,1
1530,538,2024-09-04,Business,70,10,7539,10.31,1
1531,538,2024-09-11,Business,68,16,3163,36.0,1
1532,538,2024-09-18,Business,22,4,3460,55.78,1
1533,538,2024-09-25,Business,16,2,2956,23.53,1
1534,539,2022-09-29,Pro,51,12,1832,15.37,0
1535,539,2022-10-06,Pro,39,3,4204,19.0,0
1536,539,2022-10-13,Pro,39,3,5467,15.99,0
1537,539,2022-10-20,Pro,30,11,3619,8.36,0
1538,539,2022-10-27,Pro,30,5,1915,2.65,0
1539,539,2023-06-29,Pro,61,8,2203,3.83,0
1540,539,2023-07-06,Pro,22,4,2253,9.44,0
1541,539,2023-07-13,Pro,47,7,4382,5.64,0
1542,539,2023-07-20,Pro,40,3,4545,14.84,0
1543,539,2023-07-27,Pro,36,9,1489,16.51,0
1544,539,2023-08-03,Pro,44,11,4488,11.92,0
1545,539,2023-08-10,Pro,30,3,1005,9.96,0
1546,539,2023-08-17,Pro,43,11,3183,3.77,0
1547,539,2023-08-24,Pro,42,12,1419,3.19,0
1548,539,2023-08-31,Pro,31,11,678,16.6,0
1549,539,2023-09-07,Pro,52,13,1243,8.27,0
1550,539,2023-09-14,Pro,24,3,2499,2.76,0
1551,539,2023-09-21,Pro,26,5,3596,10.03,0
1552,539,2023-09-28,Pro,54,4,4739,3.16,0
1553,539,2023-10-05,Pro,56,6,586,3.0,0
1554,539,2023-10-12,Pro,60,12,2154,9.02,0
1555,539,2023-10-19,Pro,44,6,1326,7.2,0
1556,539,2023-10-26,Pro,55,9,2153,13.12,0
1557,539,2023-11-02,Pro,38,4,1182,14.67,0
1558,539,2023-11-09,Pro,59,5,1440,12.35,0
1559,539,2023-11-16,Pro,28,3,2624,13.46,0
1560,539,2023-11-23,Pro,33,7,1586,17.78,0
1561,539,2023-11-30,Pro,30,14,4141,18.53,0
1562,539,2023-12-07,Pro,29,10,1352,14.18,0
1563,539,2023-12-14,Pro,21,6,2707,12.7,0
1564,539,2023-12-21,Pro,52,8,5220,9.84,0
1565,539,2023-12-28,Pro,36,3,3989,7.13,0
1566,539,2024-01-04,Pro,47,9,4503,8.46,0
1567,539,2024-01-11,Pro,53,12,4816,16.67,0
1568,539,2024-01-18,Pro,30,11,1200,18.76,0
1569,539,2024-01-25,Pro,28,3,644,6.85,0
1570,539,2024-02-01,Pro,22,11,2752,18.05,0
1571,539,2024-02-08,Pro,17,10,4149,3.02,0
1572,539,2024-02-15,Pro,42,9,3009,14.13,0
1573,539,2024-02-22,Pro,35,14,4326,10.2,0
1574,539,2024-02-29,Pro,21,3,2912,6.75,0
1575,539,2024-03-07,Pro,32,8,2191,2.94,0
1576,539,2024-03-14,Pro,66,12,1226,17.7,0
1577,539,2024-03-21,Pro,29,14,3162,17.41,0
1578,539,2024-03-28,Pro,36,5,1450,5.43,0
1579,539,2024-04-04,Pro,22,9,3577,12.46,0
1580,539,2024-04-11,Pro,32,6,4796,9.91,0
1581,539,2024-04-18,Pro,22,4,4907,15.74,0
1582,539,2024-04-25,Pro,51,3,4320,19.36,0
1583,539,2024-05-02,Pro,14,3,2437,3.49,0
1584,539,2024-05-09,Pro,31,10,2203,18.2,0
1585,539,2024-05-16,Pro,36,3,2606,6.76,0
1586,539,2024-05-23,Pro,16,8,1579,18.89,0
1587,539,2024-05-30,Pro,23,7,2883,3.29,0
1588,539,2024-06-06,Pro,41,14,3087,6.46,0
1589,539,2024-06-13,Pro,37,12,4019,20.11,0
1590,539,2024-06-20,Pro,47,5,4408,12.77,0
1591,539,2024-06-27,Pro,21,12,4343,17.39,0
1592,539,2024-07-04,Pro,45,7,941,13.8,0
1593,539,2024-07-11,Pro,22,4,2183,14.13,0
1594,539,2024-07-18,Pro,40,14,2149,6.29,0
1595,539,2024-07-25,Pro,50,3,568,6.24,0
1596,539,2024-08-01,Pro,29,10,4176,7.27,0
1597,539,2024-08-08,Pro,29,3,1136,13.96,0
1598,539,2024-08-15,Pro,23,16,2256,13.76,0
1599,539,2024-08-22,Pro,59,15,4472,14.29,0
1600,539,2024-08-29,Pro,24,5,3273,17.72,0
1601,539,2024-09-05,Pro,46,3,1492,15.0,0
1602,539,2024-09-12,Pro,51,9,2941,19.52,0
1603,539,2024-09-19,Pro,20,12,3531,15.92,0
1604,539,2024-09-26,Pro,41,8,1729,14.07,0
1605,539,2024-10-03,Pro,61,13,4310,18.03,0
1606,539,2024-10-10,Pro,36,6,3819,10.66,0
1607,539,2024-10-17,Pro,37,12,2140,11.12,0
1608,539,2024-10-24,Pro,45,14,869,19.54,0
1609,539,2024-10-31,Pro,34,4,1237,12.27,0
1610,539,2024-11-07,Pro,15,11,2636,18.48,0
1611,539,2024-11-14,Pro,54,4,4072,2.89,0
1612,539,2024-11-21,Pro,27,13,2170,4.01,0
1613,539,2024-11-28,Pro,14,11,3335,3.85,0
1614,539,2024-12-05,Pro,49,15,2912,4.49,0
1615,539,2024-12-12,Pro,42,5,2284,17.67,0
1616,539,2024-12-19,Pro,22,13,638,13.42,0
1617,539,2024-12-26,Pro,51,6,4261,17.57,0
1618,548,2023-12-02,Enterprise,183,116,21418,105.65,1
1619,548,2023-12-09,Enterprise,126,34,53262,77.01,1
1620,548,2023-12-16,Enterprise,70,68,41722,213.06,1
1621,548,2023-12-23,Enterprise,68,34,2423,501.87,1
1622,548,2023-12-30,Enterprise,57,36,20093,320.26,1
1623,555,2024-12-03,Business,103,50,21554,86.09,0
1624,555,2024-12-10,Business,102,20,15254,71.24,0
1625,555,2024-12-17,Business,109,26,4612,68.08,0
1626,555,2024-12-24,Business,158,26,16607,82.98,0
1627,555,2024-12-31,Business,132,35,9725,13.11,0
1628,559,2023-12-04,Pro,16,10,656,2.41,1
1629,559,2023-12-11,Pro,16,4,1055,8.44,1
1630,559,2023-12-18,Pro,11,5,733,14.86,1
1631,559,2023-12-25,Pro,8,2,367,6.32,1
1632,559,2024-01-01,Pro,4,2,188,14.61,1
1633,561,2024-09-05,Business,32,16,7692,54.29,1
1634,561,2024-09-12,Business,69,17,7848,34.79,1
1635,561,2024-09-19,Business,21,11,1256,19.82,1
1636,561,2024-09-26,Business,11,5,3203,18.6,1
1637,561,2024-10-03,Business,9,9,1446,18.43,1
1638,564,2024-12-06,Starter,14,3,924,1.26,0
1639,564,2024-12-13,Starter,14,1,613,2.59,0
1640,564,2024-12-20,Starter,16,2,432,2.49,0
1641,564,2024-12-27,Starter,15,4,479,0.78,0
1642,565,2024-12-06,Business,54,37,2063,65.41,0
1643,565,2024-12-13,Business,55,21,15082,92.26,0
1644,565,2024-12-20,Business,133,11,3984,55.73,0
1645,565,2024-12-27,Business,63,35,8424,39.28,0
1646,572,2022-12-08,Business,161,23,6025,93.25,0
1647,572,2022-12-15,Business,93,11,19056,15.32,0
1648,572,2022-12-22,Business,122,30,2958,81.93,0
1649,572,2022-12-29,Business,117,21,9027,81.19,0
1650,572,2023-01-05,Business,106,14,18852,17.99,0
1651,572,2024-12-08,Enterprise,239,39,26754,370.4,0
1652,572,2024-12-15,Enterprise,269,86,89166,67.24,0
1653,572,2024-12-22,Enterprise,79,140,91945,210.58,0
1654,572,2024-12-29,Enterprise,75,122,84166,252.14,0
1655,573,2022-12-08,Business,99,41,8477,82.34,0
1656,573,2022-12-15,Business,123,28,15734,40.73,0
1657,573,2022-12-22,Business,89,11,18603,18.2,0
1658,573,2022-12-29,Business,44,12,12229,58.71,0
1659,573,2023-01-05,Business,106,25,8868,83.68,0
1660,573,2024-02-08,Enterprise,275,89,47911,331.28,0
1661,573,2024-02-15,Enterprise,337,35,41959,376.77,0
1662,573,2024-02-22,Enterprise,436,124,87922,448.3,0
1663,573,2024-02-29,Enterprise,280,152,94577,244.48,0
1664,573,2024-03-07,Enterprise,526,77,63763,366.49,0
1665,573,2024-07-08,Business,41,21,20390,13.71,0
1666,573,2024-07-15,Business,123,24,9916,18.73,0
1667,573,2024-07-22,Business,152,40,7081,73.55,0
1668,573,2024-07-29,Business,126,17,5174,42.66,0
1669,573,2024-08-05,Business,60,23,2697,21.28,0
1670,573,2024-12-08,Enterprise,90,56,19622,227.72,0
1671,573,2024-12-15,Enterprise,151,109,47428,467.5,0
1672,573,2024-12-22,Enterprise,292,204,81345,262.5,0
1673,573,2024-12-29,Enterprise,97,152,39639,273.86,0
1674,580,2023-05-09,Starter,6,2,550,2.06,1
1675,580,2023-05-16,Starter,7,1,237,2.64,1
1676,580,2023-05-23,Starter,2,1,137,2.04,1
1677,580,2023-05-30,Starter,2,1,54,3.13,1
1678,580,2023-06-06,Starter,2,1,149,2.78,1
1679,586,2022-10-11,Enterprise,310,32,54364,453.56,0
1680,586,2022-10-18,Enterprise,198,95,88945,328.77,0
1681,586,2022-10-25,Enterprise,253,59,19578,74.12,0
1682,586,2022-11-01,Enterprise,494,78,87475,295.94,0
1683,586,2022-11-08,Enterprise,140,189,43562,465.54,0
1684,586,2022-11-11,Business,99,31,9480,94.01,0
1685,586,2022-11-18,Business,43,21,19191,78.23,0
1686,586,2022-11-25,Business,73,39,7600,51.24,0
1687,586,2022-12-02,Business,103,12,20331,24.84,0
1688,586,2022-12-09,Business,79,24,17333,17.55,0
1689,586,2023-03-11,Business,35,20,8670,68.94,0
1690,586,2023-03-18,Business,52,35,16369,22.14,0
1691,586,2023-03-25,Business,61,42,6963,48.39,0
1692,586,2023-04-01,Business,80,29,9510,9.69,0
1693,586,2023-04-08,Business,72,29,14897,37.77,0
1694,586,2023-04-15,Business,75,49,15049,52.18,0
1695,586,2023-04-22,Business,71,12,2325,79.13,0
1696,586,2023-04-29,Business,42,34,17971,45.04,0
1697,586,2023-05-06,Business,80,17,22002,29.52,0
1698,586,2023-05-13,Business,100,34,12197,34.54,0
1699,586,2023-05-20,Business,43,38,10846,58.84,0
1700,586,2023-05-27,Business,74,18,2363,14.93,0
1701,586,2023-06-03,Business,75,9,10605,31.62,0
1702,586,2023-06-10,Business,65,18,16154,45.19,0
1703,586,2023-06-17,Business,61,25,15967,53.52,0
1704,586,2023-06-24,Business,74,31,13928,99.54,0
1705,586,2023-07-01,Business,38,27,17222,14.48,0
1706,586,2023-07-08,Business,57,23,18151,23.97,0
1707,586,2023-07-15,Business,37,42,15572,89.06,0
1708,586,2023-07-22,Business,45,40,4041,82.66,0
1709,586,2023-07-29,Business,31,14,10132,30.2,0
1710,586,2023-08-05,Business,41,9,4634,77.11,0
1711,586,2023-08-12,Business,76,34,10689,78.29,0
1712,586,2023-08-19,Business,31,14,2232,43.22,0
1713,586,2023-08-26,Business,30,32,16182,98.35,0
1714,586,2023-09-02,Business,78,32,13045,29.64,0
1715,586,2023-09-09,Business,113,19,7505,20.18,0
1716,586,2023-09-16,Business,37,10,5663,35.01,0
1717,586,2023-09-23,Business,72,35,18748,57.42,0
1718,586,2023-09-30,Business,25,21,18784,48.44,0
1719,586,2023-10-07,Business,50,45,2205,100.0,0
1720,586,2023-10-14,Business,55,16,8088,17.21,0
1721,586,2023-10-21,Business,21,15,7824,55.17,0
1722,586,2023-10-28,Business,51,29,9258,17.26,0
1723,586,2023-11-04,Business,30,48,4076,52.9,0
1724,586,2023-11-11,Business,72,35,5847,30.38,0
1725,586,2023-11-18,Business,82,38,12048,79.32,0
1726,586,2023-11-25,Business,41,35,9985,80.56,0
1727,586,2023-12-02,Business,63,41,6080,81.42,0
1728,586,2023-12-09,Business,77,34,15810,30.74,0
1729,586,2023-12-16,Business,106,39,14668,32.36,0
1730,586,2023-12-23,Business,67,28,2378,11.13,0
1731,586,2023-12-30,Business,29,33,9442,81.59,0
1732,586,2024-01-06,Business,69,52,21571,56.43,0
1733,586,2024-01-13,Business,42,30,2219,49.4,0
1734,586,2024-01-20,Business,71,10,17269,59.24,0
1735,586,2024-01-27,Business,99,36,10289,16.53,0
1736,586,2024-02-03,Business,73,33,14829,42.63,0
1737,586,2024-02-10,Business,90,11,9379,28.75,0
1738,586,2024-02-17,Business,91,19,15262,82.28,0
1739,586,2024-02-24,Business,108,46,6446,79.62,0
1740,586,2024-03-02,Business,55,15,5497,90.03,0
1741,586,2024-03-09,Business,77,44,5042,31.06,0
1742,586,2024-03-16,Business,25,32,10548,93.79,0
1743,586,2024-03-23,Business,53,25,9358,16.53,0
1744,586,2024-03-30,Business,51,16,17118,72.95,0
1745,586,2024-04-06,Business,71,39,4039,13.33,0
1746,586,2024-04-13,Business,97,49,9473,59.67,0
1747,586,2024-04-20,Business,101,44,3909,70.56,0
1748,586,2024-04-27,Business,57,34,15628,46.6,0
1749,586,2024-05-04,Business,66,36,13865,19.27,0
1750,586,2024-05-11,Business,59,46,7930,38.81,0
1751,586,2024-05-18,Business,97,40,12491,11.78,0
1752,586,2024-05-25,Business,73,35,13378,10.14,0
1753,586,2024-06-01,Business,31,28,19137,38.78,0
1754,586,2024-06-08,Business,59,38,12301,81.84,0
1755,586,2024-06-15,Business,57,27,3589,27.0,0
1756,586,2024-06-22,Business,31,26,14559,21.99,0
1757,586,2024-06-29,Business,33,24,17960,76.23,0
1758,586,2024-07-06,Business,65,19,15155,61.49,0
1759,586,2024-07-13,Business,39,42,6239,58.65,0
1760,586,2024-07-20,Business,42,32,6470,58.58,0
1761,586,2024-07-27,Business,99,31,12793,20.52,0
1762,586,2024-08-03,Business,69,18,17956,42.46,0
1763,586,2024-08-10,Business,35,17,16211,21.75,0
1764,586,2024-08-17,Business,81,12,12624,15.51,0
1765,586,2024-08-24,Business,71,26,12227,34.88,0
1766,586,2024-08-31,Business,29,12,2110,83.31,0
1767,586,2024-09-07,Business,30,21,15306,52.28,0
1768,586,2024-09-14,Business,25,16,12341,87.3,0
1769,586,2024-09-21,Business,65,10,8703,64.86,0
1770,586,2024-09-28,Business,32,16,18776,79.33,0
1771,586,2024-10-05,Business,85,17,20607,72.51,0
1772,586,2024-10-12,Business,55,21,7396,22.64,0
1773,586,2024-10-19,Business,74,12,15732,9.9,0
1774,586,2024-10-26,Business,38,35,3658,91.44,0
1775,586,2024-11-02,Business,72,29,6030,92.42,0
1776,586,2024-11-09,Business,82,40,18168,43.0,0
1777,586,2024-11-16,Business,55,27,8891,50.84,0
1778,586,2024-11-23,Business,82,30,13497,85.96,0
1779,586,2024-11-30,Business,72,18,20535,49.41,0
1780,586,2024-12-07,Business,84,52,13658,78.01,0
1781,586,2024-12-14,Business,107,25,2489,10.13,0
1782,586,2024-12-21,Business,61,17,2878,88.74,0
1783,586,2024-12-28,Business,76,19,9876,51.15,0
1784,590,2022-09-12,Business,76,36,6676,10.97,0
1785,590,2022-09-19,Business,41,13,12146,27.98,0
1786,590,2022-09-26,Business,129,21,7899,67.05,0
1787,590,2022-10-03,Business,117,15,2120,45.76,0
1788,590,2022-10-10,Business,104,41,21143,83.54,0
1789,590,2022-11-12,Pro,21,10,1041,13.14,1
1790,590,2022-11-19,Pro,5,6,2247,18.35,1
1791,590,2022-11-26,Pro,15,4,459,19.41,1
1792,590,2022-12-03,Pro,2,2,346,18.76,1
1793,590,2022-12-10,Pro,2,2,538,11.32,1
1794,599,2023-10-14,Pro,20,6,2223,7.6,1
1795,599,2023-10-21,Pro,6,2,741,6.49,1
1796,599,2023-10-28,Pro,9,2,1323,19.41,1
1797,599,2023-11-04,Pro,2,3,699,4.91,1
1798,599,2023-11-11,Pro,3,3,821,6.09,1
1799,601,2022-09-14,Pro,18,9,2310,16.81,0
1800,601,2022-09-21,Pro,19,11,4711,20.55,0
1801,601,2022-09-28,Pro,20,3,3430,7.98,0
1802,601,2022-10-05,Pro,17,14,2182,8.44,0
1803,601,2022-10-12,Pro,36,11,4698,17.25,0
1804,601,2023-02-14,Starter,8,1,643,1.84,0
1805,601,2023-02-21,Starter,10,5,709,2.28,0
1806,601,2023-02-28,Starter,16,2,288,3.88,0
1807,601,2023-03-07,Starter,11,3,540,1.59,0
1808,601,2023-03-14,Starter,10,2,355,2.47,0
1809,601,2023-12-14,Pro,41,10,3351,2.57,1
1810,601,2023-12-21,Pro,21,8,853,8.55,1
1811,601,2023-12-28,Pro,8,2,2130,20.25,1
1812,601,2024-01-04,Pro,8,1,349,17.75,1
1813,601,2024-01-11,Pro,10,1,847,3.19,1
1814,602,2024-11-14,Pro,44,5,469,16.34,1
1815,602,2024-11-21,Pro,17,7,2108,12.98,1
1816,602,2024-11-28,Pro,8,1,1087,2.68,1
1817,602,2024-12-05,Pro,8,1,825,4.38,1
1818,602,2024-12-12,Pro,11,1,269,16.21,1
1819,603,2023-01-17,Pro,42,7,2801,12.58,0
1820,603,2023-01-24,Pro,24,6,3939,11.37,0
1821,603,2023-01-31,Pro,68,3,1134,10.72,0
1822,603,2023-02-07,Pro,31,4,4064,11.45,0
1823,603,2023-02-14,Pro,59,7,468,3.23,0
1824,603,2024-05-17,Business,85,11,9996,75.47,0
1825,603,2024-05-24,Business,109,37,18139,36.89,0
1826,603,2024-05-31,Business,95,44,3161,10.72,0
1827,603,2024-06-07,Business,130,13,9188,41.71,0
1828,603,2024-06-14,Business,89,22,2449,36.96,0
1829,603,2024-12-17,Enterprise,354,165,95802,64.72,0
1830,603,2024-12-24,Enterprise,349,76,73376,207.25,0
1831,603,2024-12-31,Enterprise,449,86,111827,479.2,0
1832,606,2022-12-17,Pro,27,7,1855,12.44,0
1833,606,2022-12-24,Pro,19,15,1455,9.15,0
1834,606,2022-12-31,Pro,19,3,901,16.73,0
1835,606,2023-01-07,Pro,10,7,1924,12.91,0
1836,606,2023-01-14,Pro,24,6,2101,3.07,0
1837,606,2024-12-17,Business,118,38,14608,64.23,0
1838,606,2024-12-24,Business,89,22,12441,97.6,0
1839,606,2024-12-31,Business,134,25,5055,13.54,0
1840,607,2023-06-18,Enterprise,113,79,40150,484.49,1
1841,607,2023-06-25,Enterprise,82,111,14606,212.12,1
1842,607,2023-07-02,Enterprise,69,30,29078,317.61,1
1843,607,2023-07-09,Enterprise,65,30,23886,114.81,1
1844,607,2023-07-16,Enterprise,31,25,15959,90.95,1
1845,609,2022-08-18,Pro,13,6,1218,7.21,1
1846,609,2022-08-25,Pro,21,7,1121,10.65,1
1847,609,2022-09-01,Pro,13,4,2001,19.55,1
1848,609,2022-09-08,Pro,14,2,139,10.96,1
1849,609,2022-09-15,Pro,6,2,878,4.07,1
1850,610,2022-12-19,Starter,9,1,705,4.25,1
1851,610,2022-12-26,Starter,10,1,83,4.21,1
1852,610,2023-01-02,Starter,6,2,182,3.52,1
1853,610,2023-01-09,Starter,3,1,229,2.02,1
1854,610,2023-01-16,Starter,1,1,136,4.62,1
1855,612,2024-12-19,Business,47,17,7544,47.8,0
1856,612,2024-12-26,Business,78,10,6741,81.67,0
1857,613,2023-01-19,Starter,6,3,319,1.25,1
1858,613,2023-01-26,Starter,4,1,259,1.79,1
1859,613,2023-02-02,Starter,2,1,345,0.74,1
1860,613,2023-02-09,Starter,3,1,132,3.25,1
1861,613,2023-02-16,Starter,1,1,71,1.74,1
1862,618,2022-09-22,Starter,12,4,437,4.79,0
1863,618,2022-09-29,Starter,13,1,239,2.34,0
1864,618,2022-10-06,Starter,10,4,479,2.05,0
1865,618,2022-10-13,Starter,10,4,126,2.99,0
1866,618,2022-10-20,Starter,12,2,903,2.52,0
1867,618,2024-02-22,Pro,39,7,2981,5.5,1
1868,618,2024-02-29,Pro,23,6,1416,5.34,1
1869,618,2024-03-07,Pro,9,3,631,9.91,1
1870,618,2024-03-14,Pro,3,2,626,5.15,1
1871,618,2024-03-21,Pro,8,2,626,8.13,1
1872,619,2023-04-22,Enterprise,241,82,38007,256.75,0
1873,619,2023-04-29,Enterprise,302,56,64644,169.66,0
1874,619,2023-05-06,Enterprise,374,195,62096,131.0,0
1875,619,2023-05-13,Enterprise,102,80,27314,222.52,0
1876,619,2023-05-20,Enterprise,180,114,24774,373.84,0
1877,619,2024-12-22,Business,69,46,13396,60.02,0
1878,619,2024-12-29,Business,32,39,15398,72.14,0
1879,623,2023-11-23,Enterprise,301,151,62389,64.29,0
1880,623,2023-11-30,Enterprise,153,187,50405,439.05,0
1881,623,2023-12-07,Enterprise,225,97,71470,351.18,0
1882,623,2023-12-14,Enterprise,171,148,94157,472.36,0
1883,623,2023-12-21,Enterprise,539,32,15272,78.97,0
1884,623,2024-01-23,Business,95,24,10204,63.22,0
1885,623,2024-01-30,Business,109,18,13914,101.02,0
1886,623,2024-02-06,Business,72,18,9357,92.21,0
1887,623,2024-02-13,Business,121,14,17639,61.15,0
1888,623,2024-02-20,Business,51,26,7169,57.25,0
1889,623,2024-06-23,Enterprise,249,91,29985,158.71,0
1890,623,2024-06-30,Enterprise,143,144,47464,393.9,0
1891,623,2024-07-07,Enterprise,200,213,92283,365.61,0
1892,623,2024-07-14,Enterprise,192,38,91332,164.08,0
1893,623,2024-07-21,Enterprise,262,112,42426,287.58,0
1894,623,2024-12-23,Business,120,40,12180,52.68,0
1895,623,2024-12-30,Business,70,37,4933,23.18,0
1896,625,2024-12-24,Business,107,32,7915,45.49,0
1897,625,2024-12-31,Business,63,14,12147,29.54,0
1898,626,2023-02-24,Pro,37,3,1072,3.2,0
1899,626,2023-03-03,Pro,56,3,3746,9.24,0
1900,626,2023-03-10,Pro,32,2,4245,11.22,0
1901,626,2023-03-17,Pro,57,6,1997,4.37,0
1902,626,2023-03-24,Pro,20,15,3158,9.36,0
1903,626,2024-12-24,Business,53,37,8688,86.94,0
1904,626,2024-12-31,Business,75,17,11794,14.3,0
1905,630,2022-10-25,Enterprise,204,107,66305,238.76,1
1906,630,2022-11-01,Enterprise,124,88,15651,235.94,1
1907,630,2022-11-08,Enterprise,181,48,16823,310.06,1
1908,630,2022-11-15,Enterprise,89,9,22744,309.14,1
1909,630,2022-11-22,Enterprise,91,17,4147,436.87,1
1910,632,2022-11-25,Pro,45,14,610,8.38,0
1911,632,2022-12-02,Pro,39,11,4489,7.11,0
1912,632,2022-12-09,Pro,51,3,3231,7.86,0
1913,632,2022-12-16,Pro,20,8,1049,16.16,0
1914,632,2022-12-23,Pro,56,7,1865,6.69,0
1915,632,2023-07-25,Business,108,17,18007,83.82,0
1916,632,2023-08-01,Business,110,19,17220,37.51,0
1917,632,2023-08-08,Business,72,11,9857,63.55,0
1918,632,2023-08-15,Business,90,37,2043,98.96,0
1919,632,2023-08-22,Business,118,14,8982,19.55,0
1920,632,2024-12-25,Enterprise,342,157,74254,358.45,0
1921,633,2022-10-25,Starter,11,3,673,2.92,1
1922,633,2022-11-01,Starter,10,1,143,1.45,1
1923,633,2022-11-08,Starter,2,1,75,3.49,1
1924,633,2022-11-15,Starter,2,1,109,1.96,1
1925,633,2022-11-22,Starter,1,1,154,1.33,1
1926,636,2022-11-25,Starter,20,1,1029,3.45,0
1927,636,2022-12-02,Starter,18,3,432,4.31,0
1928,636,2022-12-09,Starter,10,2,1036,1.46,0
1929,636,2022-12-16,Starter,11,2,936,3.22,0
1930,636,2022-12-23,Starter,11,3,870,3.12,0
1931,636,2024-12-25,Pro,16,3,586,9.62,0
1932,637,2024-12-26,Pro,33,13,2143,13.09,0
1933,644,2024-06-28,Starter,11,2,378,1.03,1
1934,644,2024-07-05,Starter,10,1,217,3.18,1
1935,644,2024-07-12,Starter,6,1,53,3.95,1
1936,644,2024-07-19,Starter,1,1,139,1.6,1
1937,644,2024-07-26,Starter,2,1,104,4.65,1
1938,645,2022-11-28,Starter,16,3,625,0.58,0
1939,645,2022-12-05,Starter,9,3,483,2.12,0
1940,645,2022-12-12,Starter,14,1,803,4.19,0
1941,645,2022-12-19,Starter,11,1,227,1.18,0
1942,645,2022-12-26,Starter,12,3,841,3.81,0
1943,645,2024-12-28,Pro,4,1,266,12.78,1
1944,646,2023-08-28,Pro,34,8,1312,14.44,0
1945,646,2023-09-04,Pro,39,14,4049,4.05,0
1946,646,2023-09-11,Pro,21,6,5455,4.29,0
1947,646,2023-09-18,Pro,41,3,4260,4.3,1
1948,646,2023-09-25,Pro,29,4,3834,8.16,1
1949,646,2023-09-28,Business,68,33,1562,80.91,1
1950,646,2023-10-05,Business,36,19,7664,66.21,1
1951,646,2023-10-12,Business,28,8,2184,11.77,1
1952,646,2023-10-19,Business,19,10,2514,76.06,1
1953,646,2023-10-26,Business,25,3,1238,17.17,1
1954,650,2022-08-30,Starter,7,4,522,2.88,1
1955,650,2022-09-06,Starter,12,1,453,3.97,1
1956,650,2022-09-13,Starter,2,1,229,1.06,1
1957,650,2022-09-20,Starter,2,1,142,2.84,1
1958,650,2022-09-27,Starter,1,1,182,3.65,1
1959,652,2024-06-28,Business,25,7,7540,38.02,1
1960,652,2024-07-05,Business,60,17,8147,16.35,1
1961,652,2024-07-12,Business,38,12,2584,40.89,1
1962,652,2024-07-19,Business,16,10,3544,78.24,1
1963,652,2024-07-26,Business,29,5,3530,60.29,1
1964,656,2023-02-01,Enterprise,113,129,13094,301.49,0
1965,656,2023-02-08,Enterprise,433,68,76397,284.17,0
1966,656,2023-02-15,Enterprise,336,108,41803,421.12,0
1967,656,2023-02-22,Enterprise,275,131,46977,400.69,0
1968,656,2023-03-01,Enterprise,343,99,39196,86.8,0
1969,656,2023-05-01,Business,128,15,9106,79.52,1
1970,656,2023-05-08,Business,45,10,6832,24.78,1
1971,656,2023-05-15,Business,55,16,2193,54.08,1
1972,656,2023-05-22,Business,21,8,3267,25.35,1
1973,656,2023-05-29,Business,17,2,3911,60.42,1
1974,659,2024-10-02,Pro,20,8,1067,17.06,1
1975,659,2024-10-09,Pro,19,1,1567,19.16,1
1976,659,2024-10-16,Pro,25,5,1556,10.49,1
1977,659,2024-10-23,Pro,12,1,828,10.64,1
1978,659,2024-10-30,Pro,9,1,1106,7.01,1
1979,660,2024-12-02,Business,75,24,9958,16.51,0
1980,660,2024-12-09,Business,114,32,2767,46.26,0
1981,660,2024-12-16,Business,100,21,12706,63.88,0
1982,660,2024-12-23,Business,83,35,7667,38.91,0
1983,660,2024-12-30,Business,35,23,19203,16.64,0
1984,662,2024-11-03,Business,20,22,7837,41.9,1
1985,662,2024-11-10,Business,36,8,4285,16.56,1
1986,662,2024-11-17,Business,20,5,4107,60.42,1
1987,662,2024-11-24,Business,8,7,655,67.54,1
1988,662,2024-12-01,Business,12,4,380,73.58,1
