ticket_id,customer_id,plan,created_date,closed_date,category,priority,resolution_hrs,csat_score,pre_churn_flag
2223,1267,Business,2023-04-28,2023-05-01,Billing,Low,75,2,0
2224,1267,Enterprise,2024-12-16,2024-12-16,Account,High,7,3,0
2225,1269,Pro,2023-05-05,2023-05-05,Technical,Medium,22,5,0
2226,1269,Business,2023-07-28,2023-07-28,Billing,Medium,16,4,1
2227,1269,Business,2023-08-07,2023-08-07,Account,Medium,23,3,1
2228,1269,Business,2023-07-24,2023-07-25,Integration,Medium,47,3,1
2229,1269,Business,2023-08-06,2023-08-07,Feature Request,High,24,3,1
2230,1269,Business,2023-08-24,2023-08-24,Technical,High,3,3,1
2231,1269,Business,2023-09-09,2023-09-12,Account,Low,73,2,1
2232,1269,Business,2023-09-02,2023-09-05,Onboarding,Low,84,2,1
2233,1269,Business,2023-08-26,2023-08-26,Technical,High,13,1,1
2234,1269,Business,2023-09-05,2023-09-06,Technical,Medium,40,4,1
2235,1276,Starter,2023-04-07,2023-04-07,Account,Medium,14,4,1
2236,1276,Starter,2023-03-29,2023-03-31,Integration,Medium,48,5,1
2237,1276,Starter,2023-04-15,2023-04-19,Feature Request,Low,117,1,1
2238,1276,Starter,2023-05-08,2023-05-10,Billing,Low,54,2,1
2239,1278,Business,2023-07-02,2023-07-04,Account,Low,51,4,0
2240,1278,Business,2023-07-08,2023-07-09,Performance,Medium,30,4,0
2241,1278,Enterprise,2024-12-16,2024-12-16,Billing,High,17,4,0
2242,1278,Enterprise,2024-12-19,2024-12-19,Onboarding,High,22,4,0
2243,1278,Enterprise,2024-12-20,2024-12-21,Account,Medium,39,5,0
2244,1278,Enterprise,2024-12-18,2024-12-18,Account,Critical,6,2,0
2245,1278,Enterprise,2024-12-19,2024-12-20,Billing,Medium,36,2,0
2246,1281,Enterprise,2024-12-21,2024-12-24,Feature Request,Low,95,5,0
2247,1281,Enterprise,2024-12-22,2024-12-26,Integration,Low,98,5,0
2248,1281,Enterprise,2025-01-14,2025-01-18,Onboarding,Low,119,5,0
2249,1282,Business,2023-01-30,2023-02-02,Feature Request,Low,89,5,0
2250,1282,Business,2023-02-27,2023-02-28,Feature Request,Low,41,5,0
2251,1282,Pro,2024-07-30,2024-07-30,Account,Critical,4,3,0
2252,1282,Pro,2024-08-08,2024-08-08,Billing,Medium,23,4,0
2253,1282,Starter,2024-12-24,2024-12-24,Billing,High,16,5,0
2254,1283,Pro,2023-08-06,2023-08-10,Feature Request,Low,112,2,1
2255,1283,Pro,2023-08-11,2023-08-12,Technical,Medium,24,4,1
2256,1283,Pro,2023-08-08,2023-08-08,Technical,High,15,2,1
2257,1283,Pro,2023-08-09,2023-08-09,Technical,Critical,8,1,1
2258,1283,Pro,2023-08-13,2023-08-17,Performance,Low,114,2,1
2259,1283,Pro,2023-08-25,2023-08-28,Technical,Low,87,2,1
2260,1283,Pro,2023-09-07,2023-09-08,Account,Medium,42,1,1
2261,1283,Pro,2023-09-13,2023-09-16,Integration,Low,89,1,1
2262,1285,Pro,2023-12-04,2023-12-07,Integration,Low,89,2,0
2263,1285,Pro,2023-12-14,2023-12-14,Technical,High,3,3,0
2264,1285,Starter,2024-07-09,2024-07-13,Performance,Low,104,5,0
2265,1285,Starter,2024-07-19,2024-07-19,Account,High,4,4,0
2266,1285,Starter,2024-09-29,2024-09-29,Integration,High,16,5,0
2267,1285,Starter,2024-11-07,2024-11-07,Feature Request,High,22,5,0
2268,1285,Starter,2024-11-15,2024-11-15,Integration,High,7,3,0
2269,1287,Business,2023-11-09,2023-11-10,Billing,Medium,31,3,0
2270,1287,Business,2023-10-21,2023-10-22,Feature Request,Medium,27,5,0
2271,1287,Business,2023-11-17,2023-11-17,Onboarding,Medium,19,1,0
2272,1287,Business,2023-12-15,2023-12-19,Feature Request,Low,109,3,0
2273,1287,Business,2023-12-03,2023-12-03,Technical,High,4,5,0
2274,1287,Business,2023-11-23,2023-11-23,Feature Request,High,4,4,0
2275,1287,Enterprise,2025-01-11,2025-01-11,Performance,High,6,1,0
2276,1287,Enterprise,2024-12-22,2024-12-22,Technical,Medium,15,1,0
2277,1287,Enterprise,2024-12-23,2024-12-23,Performance,High,19,5,0
2278,1287,Enterprise,2024-12-28,2024-12-28,Onboarding,Medium,15,4,0
2279,1288,Pro,2024-09-29,2024-10-01,Billing,Low,55,4,0
2280,1288,Business,2025-01-01,2025-01-01,Performance,Critical,3,5,0
2281,1288,Business,2024-12-26,2024-12-26,Onboarding,Medium,22,5,0
2282,1289,Pro,2023-05-12,2023-05-13,Performance,Medium,40,3,1
2283,1298,Enterprise,2024-04-06,2024-04-06,Feature Request,Medium,17,4,0
2284,1298,Enterprise,2024-03-27,2024-03-27,Integration,Critical,4,5,0
2285,1298,Enterprise,2024-04-10,2024-04-11,Feature Request,Medium,28,4,0
2286,1298,Enterprise,2024-04-10,2024-04-14,Performance,Low,106,4,0
2287,1298,Enterprise,2024-03-20,2024-03-21,Billing,Low,42,5,0
2288,1298,Enterprise,2024-05-07,2024-05-07,Onboarding,Medium,9,3,0
2289,1298,Business,2024-08-05,2024-08-06,Feature Request,Medium,26,4,0
2290,1298,Business,2024-07-30,2024-08-01,Billing,Low,65,4,0
2291,1298,Business,2024-08-09,2024-08-11,Account,Low,65,4,0
2292,1298,Business,2024-09-04,2024-09-04,Billing,High,4,5,0
2293,1298,Business,2024-08-24,2024-08-26,Onboarding,Low,50,5,0
2294,1298,Enterprise,2024-12-22,2024-12-22,Technical,High,22,4,0
2295,1298,Enterprise,2025-01-15,2025-01-16,Integration,Medium,39,4,0
2296,1298,Enterprise,2025-01-05,2025-01-05,Account,Medium,10,5,0
2297,1304,Starter,2023-10-10,2023-10-11,Feature Request,Low,32,2,0
2298,1304,Pro,2024-03-30,2024-04-01,Integration,Low,69,5,0
2299,1304,Starter,2024-05-12,2024-05-13,Feature Request,Medium,34,2,1
2300,1304,Starter,2024-04-23,2024-04-26,Performance,Low,84,2,1
2301,1308,Pro,2023-10-11,2023-10-13,Performance,Low,50,4,1
2302,1308,Pro,2023-09-21,2023-09-22,Billing,Low,38,1,1
2303,1308,Pro,2023-10-13,2023-10-17,Account,Low,100,3,1
2304,1308,Pro,2023-09-22,2023-09-25,Integration,Low,80,2,1
2305,1311,Business,2024-02-01,2024-02-01,Onboarding,Medium,14,5,0
2306,1311,Business,2024-03-07,2024-03-07,Performance,High,20,5,0
2307,1311,Business,2024-03-10,2024-03-11,Integration,Medium,37,4,0
2308,1311,Enterprise,2025-01-15,2025-01-15,Integration,High,10,5,0
2309,1311,Enterprise,2024-12-31,2025-01-03,Integration,Low,81,4,0
2310,1311,Enterprise,2025-01-01,2025-01-02,Billing,Medium,26,2,0
2311,1318,Pro,2023-09-12,2023-09-14,Technical,Low,57,3,1
2312,1318,Starter,2023-09-16,2023-09-18,Technical,Low,70,2,1
2313,1320,Starter,2023-05-16,2023-05-20,Feature Request,Low,118,5,1
2314,1320,Starter,2023-05-01,2023-05-03,Onboarding,Low,69,2,1
2315,1323,Pro,2023-07-01,2023-07-01,Account,Medium,14,4,0
2316,1323,Pro,2023-06-25,2023-06-25,Onboarding,Critical,5,4,0
2317,1323,Business,2024-01-09,2024-01-10,Feature Request,Low,31,3,1
2318,1323,Business,2024-01-03,2024-01-04,Billing,Medium,42,1,1
2319,1323,Business,2023-12-25,2023-12-26,Feature Request,Medium,44,1,1
2320,1323,Business,2024-01-16,2024-01-17,Account,Medium,38,2,1
2321,1323,Business,2024-01-19,2024-01-23,Feature Request,Low,96,1,1
2322,1323,Business,2024-02-17,2024-02-18,Onboarding,Low,46,2,1
2323,1323,Business,2024-01-31,2024-02-01,Feature Request,Low,37,3,1
2324,1323,Business,2024-02-18,2024-02-18,Onboarding,High,18,1,1
2325,1333,Starter,2023-08-23,2023-08-24,Feature Request,Medium,36,4,0
2326,1333,Pro,2024-12-13,2024-12-14,Performance,High,24,5,0
2327,1333,Pro,2024-12-18,2024-12-19,Integration,Low,33,3,0
2328,1333,Pro,2024-12-08,2024-12-09,Account,Medium,31,4,0
2329,1333,Pro,2024-12-08,2024-12-08,Feature Request,Critical,7,5,0
2330,1333,Starter,2025-01-02,2025-01-05,Billing,Low,83,4,0
2331,1333,Starter,2025-01-21,2025-01-21,Account,High,3,3,0
2332,1333,Starter,2024-12-25,2024-12-25,Technical,Medium,10,4,0
2333,1334,Pro,2023-07-16,2023-07-16,Integration,High,5,3,0
2334,1335,Business,2025-01-21,2025-01-22,Integration,Medium,28,1,0
2335,1335,Business,2025-01-04,2025-01-04,Onboarding,Critical,4,4,0
2336,1335,Business,2025-01-06,2025-01-07,Feature Request,Medium,42,4,0
2337,1336,Starter,2023-04-19,2023-04-21,Performance,Low,64,5,0
2338,1336,Starter,2023-05-15,2023-05-15,Feature Request,Medium,9,2,1
2339,1336,Starter,2023-05-22,2023-05-24,Billing,Low,62,2,1
2340,1336,Starter,2023-04-25,2023-04-26,Feature Request,Medium,40,4,1
2341,1336,Pro,2023-05-22,2023-05-22,Technical,Medium,16,4,1
2342,1336,Pro,2023-05-16,2023-05-17,Account,Medium,46,4,1
2343,1336,Pro,2023-05-22,2023-05-22,Technical,Critical,3,4,1
2344,1336,Pro,2023-05-05,2023-05-05,Integration,Critical,7,4,1
2345,1336,Pro,2023-05-04,2023-05-04,Feature Request,Critical,3,2,1
2346,1343,Starter,2024-01-20,2024-01-23,Onboarding,Low,74,1,1
2347,1343,Starter,2023-12-27,2023-12-28,Technical,Medium,41,3,1
2348,1343,Starter,2024-02-01,2024-02-01,Onboarding,High,15,3,1
2349,1343,Starter,2024-01-29,2024-01-30,Integration,Low,46,1,1
2350,1343,Starter,2024-02-12,2024-02-12,Onboarding,High,22,3,1
2351,1344,Pro,2023-07-09,2023-07-09,Onboarding,High,19,4,0
2352,1344,Pro,2023-07-18,2023-07-21,Onboarding,Low,82,4,0
2353,1344,Starter,2024-01-06,2024-01-09,Feature Request,Low,87,3,0
2354,1344,Starter,2024-01-26,2024-01-26,Billing,High,6,2,0
2355,1344,Starter,2024-04-19,2024-04-23,Billing,Low,104,3,0
2356,1344,Starter,2024-03-30,2024-03-30,Onboarding,High,17,5,0
2357,1344,Starter,2024-05-22,2024-05-25,Billing,Low,83,4,0
2358,1344,Starter,2024-09-13,2024-09-17,Integration,Low,101,4,0
2359,1344,Starter,2024-11-10,2024-11-10,Account,High,4,5,0
2360,1344,Starter,2025-01-17,2025-01-18,Performance,Medium,36,5,0
2361,1345,Starter,2023-03-27,2023-03-27,Onboarding,Medium,18,2,1
2362,1345,Starter,2023-03-14,2023-03-14,Performance,Medium,13,1,1
2363,1347,Business,2023-05-17,2023-05-21,Integration,Low,108,5,0
2364,1347,Enterprise,2024-03-08,2024-03-09,Account,Low,36,5,0
2365,1347,Enterprise,2024-03-03,2024-03-04,Technical,Medium,26,3,0
2366,1347,Enterprise,2024-03-04,2024-03-04,Technical,Medium,22,5,0
2367,1347,Enterprise,2024-03-14,2024-03-14,Performance,Critical,7,4,0
2368,1347,Enterprise,2024-03-13,2024-03-15,Integration,Low,48,1,0
2369,1347,Business,2025-01-09,2025-01-09,Integration,Medium,14,4,0
2370,1347,Business,2025-01-14,2025-01-16,Account,Low,54,2,0
2371,1353,Pro,2023-02-15,2023-02-15,Technical,High,6,5,0
2372,1353,Pro,2023-02-25,2023-02-25,Feature Request,Medium,21,4,0
2373,1353,Pro,2023-03-17,2023-03-22,Onboarding,Low,120,4,0
2374,1353,Business,2023-05-18,2023-05-18,Feature Request,Critical,8,1,1
2375,1353,Business,2023-05-10,2023-05-10,Feature Request,Medium,9,3,1
2376,1353,Business,2023-05-26,2023-05-26,Technical,Medium,8,2,1
2377,1353,Business,2023-05-25,2023-05-28,Billing,Low,94,3,1
2378,1354,Enterprise,2023-03-11,2023-03-11,Account,High,8,3,1
2379,1354,Enterprise,2023-03-14,2023-03-14,Billing,Medium,12,3,1
2380,1354,Enterprise,2023-03-15,2023-03-16,Feature Request,Medium,29,4,1
2381,1354,Enterprise,2023-03-02,2023-03-02,Account,Medium,21,2,1
2382,1354,Enterprise,2023-03-27,2023-03-29,Onboarding,Low,62,4,1
2383,1354,Enterprise,2023-03-11,2023-03-13,Account,Low,66,4,1
2384,1355,Business,2025-01-20,2025-01-24,Technical,Low,99,3,0
2385,1355,Business,2025-01-18,2025-01-21,Technical,Low,76,4,0
2386,1355,Business,2025-01-09,2025-01-09,Technical,High,11,3,0
2387,1355,Business,2025-01-11,2025-01-12,Integration,Low,34,2,0
2388,1357,Pro,2023-06-21,2023-06-22,Technical,Medium,35,3,0
2389,1357,Pro,2023-06-30,2023-07-01,Onboarding,Medium,47,4,0
2390,1357,Business,2025-01-04,2025-01-08,Billing,Low,111,4,0
2391,1358,Enterprise,2023-05-17,2023-05-18,Account,Medium,26,2,0
2392,1358,Enterprise,2023-05-12,2023-05-12,Account,High,12,3,0
2393,1358,Business,2023-08-19,2023-08-20,Billing,Medium,41,3,0
2394,1358,Business,2023-08-11,2023-08-13,Onboarding,Low,57,4,0
2395,1358,Business,2023-08-16,2023-08-16,Onboarding,Medium,14,4,0
2396,1358,Business,2023-09-15,2023-09-16,Performance,Low,32,3,0
2397,1358,Pro,2024-08-02,2024-08-02,Integration,Medium,19,5,1
2398,1358,Pro,2024-08-11,2024-08-11,Performance,High,7,3,1
2399,1358,Pro,2024-08-13,2024-08-15,Technical,Low,64,2,1
2400,1358,Pro,2024-08-31,2024-09-01,Performance,Low,30,4,1
2401,1358,Pro,2024-09-12,2024-09-13,Technical,Medium,38,2,1
2402,1359,Pro,2024-04-13,2024-04-16,Performance,Low,95,3,0
2403,1359,Pro,2024-04-18,2024-04-20,Performance,Low,58,5,0
2404,1359,Pro,2024-05-14,2024-05-15,Integration,Medium,37,5,0
2405,1359,Pro,2024-05-24,2024-05-25,Integration,Medium,43,5,0
2406,1359,Business,2025-01-15,2025-01-15,Account,Critical,7,3,0
2407,1359,Business,2025-01-07,2025-01-08,Technical,Low,28,3,0
2408,1360,Starter,2024-08-13,2024-08-14,Technical,High,24,1,1
2409,1360,Starter,2024-08-07,2024-08-08,Account,Medium,46,3,1
2410,1360,Starter,2024-08-05,2024-08-06,Integration,Medium,24,1,1
2411,1360,Starter,2024-08-29,2024-08-29,Integration,High,14,2,1
2412,1362,Enterprise,2025-01-17,2025-01-18,Technical,Medium,37,3,0
2413,1362,Enterprise,2025-01-08,2025-01-09,Technical,Low,38,5,0
2414,1362,Enterprise,2025-01-22,2025-01-26,Onboarding,Low,96,3,0
2415,1362,Enterprise,2025-01-20,2025-01-20,Billing,Medium,18,5,0
2416,1374,Pro,2023-05-18,2023-05-18,Integration,High,9,2,1
2417,1378,Pro,2023-04-21,2023-04-21,Onboarding,Medium,12,5,1
2418,1378,Pro,2023-05-05,2023-05-06,Onboarding,Medium,34,3,1
2419,1378,Pro,2023-05-11,2023-05-11,Performance,High,10,2,1
2420,1378,Pro,2023-05-07,2023-05-08,Billing,Medium,37,2,1
2421,1381,Pro,2023-08-03,2023-08-03,Technical,High,15,4,1
2422,1381,Pro,2023-08-03,2023-08-07,Account,Low,96,1,1
2423,1381,Pro,2023-09-05,2023-09-06,Integration,Medium,37,2,1
2424,1381,Pro,2023-09-10,2023-09-11,Account,Medium,31,5,1
2425,1381,Pro,2023-09-19,2023-09-19,Account,High,13,2,1
2426,1382,Starter,2023-02-04,2023-02-04,Billing,High,2,2,1
2427,1382,Starter,2023-02-03,2023-02-04,Billing,Low,44,1,1
2428,1382,Starter,2023-02-03,2023-02-03,Feature Request,Critical,5,2,1
2429,1382,Starter,2023-02-20,2023-02-20,Feature Request,High,19,3,1
2430,1383,Enterprise,2024-12-27,2024-12-28,Performance,Low,45,5,0
2431,1383,Enterprise,2024-12-21,2024-12-22,Account,Medium,34,3,0
2432,1383,Enterprise,2024-12-11,2024-12-11,Technical,High,3,4,0
2433,1383,Enterprise,2024-12-26,2024-12-26,Billing,High,19,5,0
2434,1384,Starter,2023-09-06,2023-09-06,Onboarding,Medium,12,4,1
2435,1385,Starter,2023-11-26,2023-11-27,Feature Request,Low,44,1,1
2436,1386,Pro,2023-06-12,2023-06-12,Account,Medium,11,1,1
2437,1386,Pro,2023-06-14,2023-06-14,Performance,Medium,17,2,1
2438,1393,Starter,2023-09-21,2023-09-23,Performance,Low,64,2,1
2439,1400,Enterprise,2023-06-30,2023-06-30,Onboarding,Medium,21,5,0
2440,1400,Enterprise,2023-06-19,2023-06-20,Account,Low,27,4,0
2441,1400,Enterprise,2023-06-15,2023-06-19,Integration,Low,109,1,0
2442,1400,Enterprise,2023-06-17,2023-06-18,Integration,Medium,43,4,0
2443,1400,Enterprise,2023-06-24,2023-06-24,Account,Critical,4,4,0
2444,1400,Business,2023-09-20,2023-09-21,Account,Medium,46,5,0
2445,1400,Business,2023-09-28,2023-09-28,Performance,Medium,13,4,0
2446,1400,Enterprise,2024-07-02,2024-07-02,Onboarding,Critical,1,2,1
2447,1400,Enterprise,2024-06-06,2024-06-08,Account,Low,52,3,1
2448,1400,Enterprise,2024-06-18,2024-06-20,Performance,Low,59,3,1
2449,1406,Pro,2023-12-11,2023-12-11,Technical,Critical,4,5,1
2450,1406,Pro,2023-12-19,2023-12-19,Integration,Medium,8,3,1
2451,1406,Pro,2024-01-14,2024-01-15,Feature Request,Medium,38,4,1
2452,1406,Pro,2024-01-08,2024-01-11,Billing,Low,80,3,1
2453,1406,Pro,2024-01-24,2024-01-24,Performance,Medium,21,1,1
2454,1409,Enterprise,2024-12-17,2024-12-17,Account,Medium,12,4,0
2455,1409,Enterprise,2025-01-02,2025-01-02,Performance,Medium,20,3,0
2456,1409,Enterprise,2024-12-28,2024-12-28,Technical,Medium,21,4,0
2457,1410,Enterprise,2025-01-03,2025-01-06,Integration,Low,95,5,0
2458,1420,Business,2024-12-16,2024-12-18,Billing,Low,63,3,0
2459,1420,Business,2025-01-02,2025-01-04,Feature Request,Low,59,4,0
2460,1429,Starter,2023-02-22,2023-02-23,Performance,Medium,25,4,1
2461,1429,Starter,2023-02-13,2023-02-13,Performance,High,12,2,1
2462,1431,Pro,2023-03-27,2023-03-30,Onboarding,Low,90,3,0
2463,1431,Pro,2023-04-13,2023-04-14,Onboarding,Medium,47,4,0
2464,1431,Pro,2023-04-27,2023-04-27,Account,High,18,3,0
2465,1432,Starter,2024-06-15,2024-06-15,Performance,High,17,2,0
2466,1432,Pro,2025-01-01,2025-01-01,Billing,High,22,3,0
2467,1432,Pro,2024-12-16,2024-12-16,Integration,Medium,19,5,0
2468,1441,Starter,2024-07-22,2024-07-25,Technical,Low,81,3,0
2469,1441,Starter,2024-08-28,2024-08-28,Feature Request,Critical,5,1,0
2470,1441,Pro,2024-09-23,2024-09-27,Integration,Low,110,5,0
2471,1441,Pro,2024-09-26,2024-09-26,Account,Critical,5,5,0
2472,1441,Business,2024-12-31,2025-01-02,Onboarding,Low,50,4,0
2473,1441,Business,2024-12-20,2024-12-20,Integration,Medium,12,5,0
2474,1441,Business,2024-12-30,2024-12-30,Technical,High,18,5,0
2475,1441,Business,2024-12-22,2024-12-22,Billing,High,9,4,0
2476,1444,Enterprise,2023-12-11,2023-12-11,Onboarding,Medium,20,3,1
2477,1444,Enterprise,2023-11-13,2023-11-14,Billing,Medium,29,4,1
2478,1446,Business,2024-03-30,2024-03-31,Billing,Medium,37,1,1
2479,1446,Business,2024-03-18,2024-03-18,Feature Request,Medium,19,2,1
2480,1446,Business,2024-03-18,2024-03-23,Technical,Low,120,2,1
2481,1446,Business,2024-03-24,2024-03-25,Feature Request,Medium,33,1,1
2482,1446,Business,2024-03-31,2024-03-31,Onboarding,High,2,1,1
2483,1446,Business,2024-04-23,2024-04-23,Technical,Medium,15,1,1
2484,1446,Business,2024-04-28,2024-05-02,Integration,Low,99,2,1
2485,1447,Enterprise,2024-12-27,2024-12-31,Account,Low,98,2,0
2486,1447,Enterprise,2025-01-11,2025-01-11,Feature Request,High,16,3,0
2487,1447,Enterprise,2024-12-24,2024-12-24,Integration,Critical,5,5,0
2488,1447,Enterprise,2024-12-26,2024-12-26,Billing,High,12,2,0
2489,1447,Enterprise,2025-01-09,2025-01-12,Integration,Low,90,5,0
2490,1449,Pro,2024-02-10,2024-02-13,Onboarding,Low,85,2,1
2491,1449,Pro,2024-01-19,2024-01-21,Account,Low,56,2,1
2492,1449,Pro,2024-01-31,2024-02-02,Feature Request,Low,50,1,1
2493,1451,Starter,2023-04-10,2023-04-11,Performance,Medium,40,2,1
2494,1451,Starter,2023-03-31,2023-04-03,Technical,Low,77,1,1
2495,1451,Starter,2023-05-10,2023-05-10,Technical,Medium,9,2,1
2496,1451,Starter,2023-05-01,2023-05-01,Technical,High,6,2,1
2497,1456,Pro,2023-08-28,2023-09-01,Performance,Low,98,3,1
2498,1456,Pro,2023-08-19,2023-08-21,Billing,Low,63,3,1
2499,1456,Pro,2023-08-25,2023-08-27,Onboarding,Low,64,2,1
2500,1456,Pro,2023-08-26,2023-08-27,Onboarding,Medium,32,2,1
2501,1456,Pro,2023-08-28,2023-08-28,Integration,High,16,4,1
2502,1456,Pro,2023-10-08,2023-10-08,Onboarding,High,4,2,1
2503,1456,Pro,2023-09-15,2023-09-15,Billing,High,18,2,1
2504,1456,Pro,2023-09-25,2023-09-25,Feature Request,Critical,3,2,1
2505,1457,Business,2023-07-21,2023-07-21,Integration,High,3,3,1
2506,1457,Business,2023-07-22,2023-07-22,Performance,High,14,5,1
2507,1457,Business,2023-08-28,2023-08-28,Feature Request,High,13,2,1
2508,1457,Business,2023-09-01,2023-09-01,Performance,Medium,17,2,1
2509,1457,Business,2023-08-19,2023-08-19,Feature Request,High,4,5,1
2510,1459,Starter,2023-04-01,2023-04-02,Technical,Medium,35,2,1
2511,1459,Starter,2023-03-26,2023-03-29,Onboarding,Low,80,3,1
2512,1466,Starter,2024-07-15,2024-07-17,Onboarding,Low,63,2,1
2513,1466,Starter,2024-07-01,2024-07-02,Billing,Low,46,1,1
2514,1466,Starter,2024-07-11,2024-07-12,Onboarding,Medium,30,2,1
2515,1466,Starter,2024-06-27,2024-06-28,Feature Request,Medium,41,2,1
2516,1469,Enterprise,2024-12-19,2024-12-23,Technical,Low,115,4,0
2517,1469,Enterprise,2025-01-04,2025-01-04,Integration,High,18,4,0
2518,1469,Enterprise,2025-01-05,2025-01-09,Onboarding,Low,100,3,0
2519,1469,Enterprise,2025-01-11,2025-01-11,Feature Request,High,13,5,0
2520,1469,Enterprise,2024-12-28,2024-12-29,Account,Low,42,5,0
2521,1472,Pro,2023-10-15,2023-10-19,Billing,Low,96,5,0
2522,1477,Enterprise,2025-01-06,2025-01-07,Performance,Low,35,4,0
2523,1477,Enterprise,2025-01-10,2025-01-11,Feature Request,Low,31,1,0
2524,1477,Enterprise,2025-01-01,2025-01-03,Billing,Low,63,3,0
2525,1481,Enterprise,2024-09-03,2024-09-04,Onboarding,Low,24,4,0
2526,1481,Enterprise,2024-08-26,2024-08-30,Onboarding,Low,107,3,0
2527,1481,Enterprise,2024-09-03,2024-09-04,Onboarding,Low,36,5,0
2528,1481,Enterprise,2024-09-18,2024-09-19,Performance,Medium,41,5,0
2529,1481,Enterprise,2024-09-27,2024-09-28,Performance,Medium,34,3,0
2530,1481,Enterprise,2024-10-08,2024-10-08,Billing,Medium,21,3,0
2531,1481,Enterprise,2024-10-01,2024-10-05,Billing,Low,110,5,0
2532,1481,Enterprise,2024-10-16,2024-10-16,Integration,Medium,23,4,0
2533,1481,Business,2025-01-15,2025-01-15,Onboarding,Critical,7,5,0
2534,1485,Starter,2023-08-30,2023-09-03,Billing,Low,116,3,1
2535,1485,Starter,2023-09-06,2023-09-06,Technical,Critical,7,3,1
2536,1485,Starter,2023-09-15,2023-09-15,Performance,Critical,4,3,1
2537,1485,Starter,2023-09-20,2023-09-21,Technical,Low,26,3,1
2538,1485,Starter,2023-09-22,2023-09-25,Billing,Low,78,4,1
2539,1489,Pro,2023-07-05,2023-07-05,Integration,Critical,3,5,0
2540,1489,Pro,2025-01-12,2025-01-12,Feature Request,Medium,22,3,1
2541,1489,Pro,2025-01-07,2025-01-08,Billing,Low,31,5,1
2542,1496,Enterprise,2023-09-09,2023-09-09,Integration,Medium,17,4,0
2543,1496,Enterprise,2023-08-31,2023-09-01,Integration,Medium,31,4,0
2544,1496,Enterprise,2023-09-04,2023-09-05,Onboarding,Low,47,1,0
2545,1496,Enterprise,2023-09-03,2023-09-03,Billing,Medium,22,5,0
2546,1496,Enterprise,2023-09-20,2023-09-20,Technical,Medium,11,3,0
2547,1496,Enterprise,2023-10-16,2023-10-16,Feature Request,Medium,16,5,0
2548,1496,Enterprise,2023-09-26,2023-09-28,Feature Request,Medium,48,5,0
2549,1496,Business,2023-12-04,2023-12-07,Technical,Low,72,5,0
2550,1496,Enterprise,2025-01-15,2025-01-16,Technical,Medium,24,5,0
2551,1496,Enterprise,2024-12-26,2024-12-27,Performance,Medium,35,3,0
2552,1496,Enterprise,2025-01-16,2025-01-16,Performance,High,14,1,0
2553,1498,Pro,2023-07-21,2023-07-22,Performance,Low,30,2,1
2554,1501,Starter,2023-05-12,2023-05-12,Billing,High,12,2,1
2555,1501,Starter,2023-04-30,2023-04-30,Onboarding,Medium,16,1,1
2556,1501,Starter,2023-05-16,2023-05-19,Account,Low,95,3,1
2557,1503,Enterprise,2024-12-31,2024-12-31,Performance,High,7,5,0
2558,1503,Enterprise,2024-12-28,2024-12-29,Account,Medium,39,5,0
2559,1503,Enterprise,2025-01-08,2025-01-11,Feature Request,Low,86,3,0
2560,1503,Enterprise,2025-01-20,2025-01-21,Billing,Medium,29,5,0
2561,1503,Enterprise,2024-12-27,2024-12-28,Account,Medium,39,5,0
2562,1503,Enterprise,2025-01-20,2025-01-22,Account,Low,48,5,0
2563,1504,Starter,2024-06-15,2024-06-17,Onboarding,Low,52,3,1
2564,1504,Starter,2024-05-29,2024-05-30,Technical,Low,31,5,1
2565,1504,Starter,2024-06-15,2024-06-19,Onboarding,Low,108,1,1
2566,1504,Starter,2024-07-11,2024-07-11,Onboarding,High,3,1,1
2567,1504,Starter,2024-07-06,2024-07-07,Account,Medium,26,3,1
2568,1504,Starter,2024-07-12,2024-07-12,Performance,High,21,2,1
2569,1506,Business,2025-01-10,2025-01-11,Account,Medium,32,4,0
2570,1510,Starter,2023-04-19,2023-04-19,Onboarding,Critical,7,3,1
2571,1510,Starter,2023-05-03,2023-05-04,Billing,Medium,39,3,1
2572,1513,Starter,2023-09-03,2023-09-04,Performance,Medium,43,1,1
2573,1513,Starter,2023-09-14,2023-09-18,Account,Low,117,2,1
2574,1513,Starter,2023-10-22,2023-10-22,Technical,Critical,7,4,1
2575,1516,Pro,2023-08-20,2023-08-20,Billing,Medium,19,4,1
2576,1516,Pro,2023-08-15,2023-08-18,Performance,Low,84,3,1
2577,1516,Pro,2023-08-08,2023-08-10,Billing,Low,53,3,1
2578,1516,Pro,2023-08-16,2023-08-16,Performance,High,14,3,1
2579,1516,Pro,2023-08-23,2023-08-24,Onboarding,Low,33,3,1
2580,1516,Pro,2023-08-14,2023-08-18,Billing,Low,101,2,1
2581,1516,Pro,2023-08-06,2023-08-08,Onboarding,Low,57,3,1
2582,1516,Pro,2023-08-04,2023-08-04,Account,Critical,3,4,1
2583,1516,Pro,2023-09-07,2023-09-07,Billing,High,18,1,1
2584,1516,Pro,2023-09-15,2023-09-19,Onboarding,Low,116,4,1
2585,1516,Pro,2023-09-15,2023-09-19,Feature Request,Low,104,2,1
2586,1518,Pro,2023-07-23,2023-07-23,Onboarding,Medium,16,3,0
2587,1518,Business,2024-07-25,2024-07-25,Feature Request,Medium,23,1,1
2588,1518,Business,2024-07-21,2024-07-21,Performance,Critical,2,2,1
2589,1518,Business,2024-07-04,2024-07-04,Account,Critical,2,2,1
